instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,condition,welcomeText.started,welcomeText.stopped,welcome_resp.keys,welcome_resp.rt,welcome_resp.started,welcome_resp.stopped,Participant,Session,Tone Length,Condition,Calibration,Practice,Instructions,date,expName,psychopyVersion,frameRate,
,,,,,,,,,16.06926289999683,None,space,0.6336534000001848,16.06926289999683,None,,1,Short,Quiet,0.8912509381337447,Yes,No,2020_Nov_03_1206,toneDetectionPlatform_V1.7,2020.2.4,60.06547136584961,
