instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,welcomeText.started,welcomeText.stopped,welcome_resp.keys,welcome_resp.rt,welcome_resp.started,welcome_resp.stopped,text_6.started,text_6.stopped,Participant,Session,Tone Length,Condition,Calibration,Practice,Instructions,date,expName,psychopyVersion,frameRate,
,,,,,,,,21.40210880000086,None,space,2.2621103999990737,21.40210880000086,None,,,,1,Short,Quiet,0.8912509381337447,No,No,2020_Nov_03_1216,toneDetectionPlatform_V1.7,2020.2.4,59.93561715822562,
,,,,,,,,,,,,,,23.683050000006915,None,,,,,,,,,,,,
