sound_1.started,sound_1.stopped,text.started,text.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
12.186780905001797,None,12.186780905001797,13.170258545898832,16.190117305959575,None,,,,,,,
