trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,interval,probe1,probe2,feedbackColour,Welcome_Text.started,Welcome_Text.stopped,Welcome_Response.keys,Welcome_Response.rt,Welcome_Response.started,Welcome_Response.stopped,Instructions_Text.started,Instructions_Text.stopped,Instructions_Response.keys,Instructions_Response.rt,Instructions_Response.started,Instructions_Response.stopped,Long_Tone1.started,Long_Tone1.stopped,Delay.started,Delay.stopped,ISI.started,ISI.stopped,Long_Tone2.started,Long_Tone2.stopped,Bandpass_Noise1.started,Bandpass_Noise1.stopped,Bandpass_Noise2.started,Bandpass_Noise2.stopped,Interval1.started,Interval1.stopped,Interval2.started,Interval2.stopped,Question_Text.started,Question_Text.stopped,Question_Response.keys,Question_Response.rt,Question_Response.started,Question_Response.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,17.787825556937605,None,space,2.9105934200342745,17.787825556937605,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Apr_13_1510,BETA_002,3.1.2,59.885737533150184,
,,,,,,,,,,,,,,21.009003720013425,None,space,0.5895690571051091,21.009003720013425,None,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Apr_13_1510,BETA_002,3.1.2,59.885737533150184,
,,,,,,,,,,,,,,,,,,,,22.692918599117547,22.908047681907192,21.64175064396113,22.641961612040177,22.942110457923263,23.74187825806439,23.79201861191541,24.008254691027105,22.641961612040177,22.942110457923263,23.74187825806439,None,22.641961612040177,22.942110457923263,23.74187825806439,None,24.32573228701949,None,1,2.177635374944657,24.32573228701949,None,,,,,,,
