Long_Tone1.started,Long_Tone1.stopped,Delay.started,Delay.stopped,ISI.started,ISI.stopped,Long_Tone2.started,Long_Tone2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
10.280597956036218,10.480262040044181,9.780614563031122,10.263757018954493,10.480262040044181,11.267143332981504,11.28387548297178,11.467341121984646,,,,,,,
