instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,welcomeText.started,welcomeText.stopped,welcome_resp.keys,welcome_resp.rt,welcome_resp.started,welcome_resp.stopped,text_10.started,text_10.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,firstITI.started,firstITI.stopped,trials.label,trials.startVal,trials.startValSd,trials.pThreshold,trials.beta,trials.delta,trials.gamma,trials.grain,trials.range,trials.minVal,trials.maxVal,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.stepType,trials.intensity,trials.response,participant,Session,Tone Length,Condition,calibration,date,expName,psychopyVersion,frameRate,
,,,,,,,,15.155448599994997,None,space,4.124645899995812,15.155448599994997,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1100,toneDetectionPlatform_V1.7,2020.2.4,60.10615950082487,
,,,,,,,,,,,,,,19.303264999995008,None,b,0.740700399997877,19.303264999995008,None,,,,,,,,,,,,,,,,,,,,,,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1100,toneDetectionPlatform_V1.7,2020.2.4,60.10615950082487,
,,,,,,,,,,,,,,,,,,,,20.070753399995738,None,test,100,70,0.63,3.5,0.01,0.01,0.01,100,0,60,0,1,0,start,4,lin,100,0,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1100,toneDetectionPlatform_V1.7,2020.2.4,60.10615950082487,
,,,,,,,,,,,,,,,,,,,,,,test,100,70,0.63,3.5,0.01,0.01,0.01,100,0,60,0,2,1,start,4,lin,60,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1100,toneDetectionPlatform_V1.7,2020.2.4,60.10615950082487,
,,,,,,,,,,,,,,,,,,,,,,test,100,70,0.63,3.5,0.01,0.01,0.01,100,0,60,0,3,2,start,4,lin,60,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1100,toneDetectionPlatform_V1.7,2020.2.4,60.10615950082487,
,,,,,,,,,,,,,,,,,,,,,,test,100,70,0.63,3.5,0.01,0.01,0.01,100,0,60,0,4,3,start,4,lin,55.3915636138039,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1100,toneDetectionPlatform_V1.7,2020.2.4,60.10615950082487,
,,,,,,,,,,,,,,,,,,,,,,test,100,70,0.63,3.5,0.01,0.01,0.01,100,0,60,0,5,4,start,4,lin,52.78675696675996,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1100,toneDetectionPlatform_V1.7,2020.2.4,60.10615950082487,
,,,,,,,,,,,,,,,,,,,,,,test,100,70,0.63,3.5,0.01,0.01,0.01,100,0,60,0,6,5,start,4,lin,51.447585839136295,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1100,toneDetectionPlatform_V1.7,2020.2.4,60.10615950082487,
,,,,,,,,,,,,,,,,,,,,,,test,100,70,0.63,3.5,0.01,0.01,0.01,100,0,60,0,7,6,start,4,lin,50.76348938896495,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1100,toneDetectionPlatform_V1.7,2020.2.4,60.10615950082487,
,,,,,,,,,,,,,,,,,,,,,,test,100,70,0.63,3.5,0.01,0.01,0.01,100,0,60,0,8,7,start,4,lin,50.41274423551139,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1100,toneDetectionPlatform_V1.7,2020.2.4,60.10615950082487,
