sound_1.started,sound_1.stopped,text.started,text.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
10.997282690019347,None,10.997282690019347,11.996082118013874,15.01521435403265,None,,,,,,,
