instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,welcomeText.started,welcomeText.stopped,welcome_resp.keys,welcome_resp.rt,welcome_resp.started,welcome_resp.stopped,text_7.started,text_7.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,text_10.started,text_10.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,firstITI.started,firstITI.stopped,trials.label,trials.startVal,trials.startValSd,trials.pThreshold,trials.beta,trials.delta,trials.gamma,trials.grain,trials.range,trials.minVal,trials.maxVal,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.stepType,trials.intensity,trials.response,participant,Session,Tone Length,Condition,calibration,date,expName,psychopyVersion,frameRate,
,,,,,,,,21.697277699999177,None,space,1.0764215999988664,21.697277699999177,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Short,Quiet,0.8912509381337447,2020_Nov_02_1435,toneDetectionPlatform_V1.6,2020.2.4,60.02440592301956,
,,,,,,,,,,,,,,22.832769099999496,None,c,1.2253459000003204,22.832769099999496,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Short,Quiet,0.8912509381337447,2020_Nov_02_1435,toneDetectionPlatform_V1.6,2020.2.4,60.02440592301956,
,,,,,,,,,,,,,,,,,,,,24.08569870000065,None,b,0.9855373999998847,24.08569870000065,None,,,,,,,,,,,,,,,,,,,,,,,1,Short,Quiet,0.8912509381337447,2020_Nov_02_1435,toneDetectionPlatform_V1.6,2020.2.4,60.02440592301956,
,,,,,,,,,,,,,,,,,,,,,,,,,,25.086838299999727,None,test,30,30,0.63,3.5,0.01,0.5,0.01,60,0,60,0,1,0,start,4,lin,30,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_02_1435,toneDetectionPlatform_V1.6,2020.2.4,60.02440592301956,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,30,30,0.63,3.5,0.01,0.5,0.01,60,0,60,0,2,1,start,4,lin,27.04578173215633,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_02_1435,toneDetectionPlatform_V1.6,2020.2.4,60.02440592301956,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,30,30,0.63,3.5,0.01,0.5,0.01,60,0,60,0,3,2,start,4,lin,22.30678496804174,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_02_1435,toneDetectionPlatform_V1.6,2020.2.4,60.02440592301956,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,30,30,0.63,3.5,0.01,0.5,0.01,60,0,60,0,4,3,start,4,lin,18.398712431659888,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_02_1435,toneDetectionPlatform_V1.6,2020.2.4,60.02440592301956,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,30,30,0.63,3.5,0.01,0.5,0.01,60,0,60,0,5,4,start,4,lin,15.144618904282039,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_02_1435,toneDetectionPlatform_V1.6,2020.2.4,60.02440592301956,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,30,30,0.63,3.5,0.01,0.5,0.01,60,0,60,0,6,5,start,4,lin,12.424782069594244,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_02_1435,toneDetectionPlatform_V1.6,2020.2.4,60.02440592301956,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,30,30,0.63,3.5,0.01,0.5,0.01,60,0,60,0,7,6,start,4,lin,10.15410331530337,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_02_1435,toneDetectionPlatform_V1.6,2020.2.4,60.02440592301956,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,30,30,0.63,3.5,0.01,0.5,0.01,60,0,60,0,8,7,start,4,lin,8.263971586231634,0,,1,Short,Quiet,0.8912509381337447,2020_Nov_02_1435,toneDetectionPlatform_V1.6,2020.2.4,60.02440592301956,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,30,30,0.63,3.5,0.01,0.5,0.01,60,0,60,0,9,8,start,4,lin,12.182681253729054,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_02_1435,toneDetectionPlatform_V1.6,2020.2.4,60.02440592301956,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,30,30,0.63,3.5,0.01,0.5,0.01,60,0,60,0,10,9,start,4,lin,10.971587695602807,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_02_1435,toneDetectionPlatform_V1.6,2020.2.4,60.02440592301956,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,30,30,0.63,3.5,0.01,0.5,0.01,60,0,60,0,11,10,start,4,lin,10.05637870223066,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_02_1435,toneDetectionPlatform_V1.6,2020.2.4,60.02440592301956,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,30,30,0.63,3.5,0.01,0.5,0.01,60,0,60,0,12,11,start,4,lin,9.621779057301325,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_02_1435,toneDetectionPlatform_V1.6,2020.2.4,60.02440592301956,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,30,30,0.63,3.5,0.01,0.5,0.01,60,0,60,0,13,12,start,4,lin,9.291925162197831,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_02_1435,toneDetectionPlatform_V1.6,2020.2.4,60.02440592301956,
