instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,welcomeText.started,welcomeText.stopped,welcome_resp.keys,welcome_resp.rt,welcome_resp.started,welcome_resp.stopped,text_6.started,text_6.stopped,Participant,Session,Tone Length,Condition,Calibration,Practice,Instructions,date,expName,psychopyVersion,frameRate,
,,,,,,,,12.545416499997373,None,space,0.47928220000176225,12.545416499997373,None,,,,1,Short,Quiet,0.8912509381337447,Yes,No,2020_Nov_03_1159,toneDetectionPlatform_V1.7,2020.2.4,59.98379238332554,
,,,,,,,,,,,,,,13.056169399991632,None,,,,,,,,,,,,
