instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,welcomeText.started,welcomeText.stopped,welcome_resp.keys,welcome_resp.rt,welcome_resp.started,welcome_resp.stopped,firstITI.started,firstITI.stopped,text_6.started,text_6.stopped,firstVisualStimulus_2.started,firstVisualStimulus_2.stopped,firstChoiceProbeTone_2.started,firstChoiceProbeTone_2.stopped,firstChoiceLeftStimulus_2.started,firstChoiceLeftStimulus_2.stopped,firstChoiceRightStimulus_2.started,firstChoiceRightStimulus_2.stopped,ISIVisualStimulus_3.started,ISIVisualStimulus_3.stopped,rightStimulus_3.started,rightStimulus_3.stopped,leftStimulus_3.started,leftStimulus_3.stopped,secondVisualStimulus_2.started,secondVisualStimulus_2.stopped,secondChoiceTone_2.started,secondChoiceTone_2.stopped,secondChoiceLeftStimulus_2.started,secondChoiceLeftStimulus_2.stopped,secondChoiceRightStimulus_2.started,secondChoiceRightStimulus_2.stopped,decisionTextProbe_2.started,decisionTextProbe_2.stopped,decisionKey_2.keys,decisionKey_2.corr,decisionKey_2.rt,decisionKey_2.started,decisionKey_2.stopped,feedbackText_2.started,feedbackText_2.stopped,Participant,Session,Tone Length,Condition,Calibration,Practice,Instructions,date,expName,psychopyVersion,frameRate,
,,,,,,,,17.376004699995974,None,space,0.6177860000025248,17.376004699995974,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Short,Quiet,0.8912509381337447,Yes,No,2020_Nov_03_1340,toneDetectionPlatform_V1.7,2020.2.4,59.93317451090929,
,,,,,,,,,,,,,,18.014876800007187,None,23.020149700008915,None,26.081543100008275,None,26.02335805000912,None,26.081543100008275,None,26.081543100008275,None,26.439826800007722,None,26.439826800007722,None,26.439826800007722,None,29.43474110000534,None,29.4098204500071,29.43474110000534,29.43474110000534,None,29.43474110000534,None,29.76010519999545,None,1,1,0.8028462000074796,29.76010519999545,None,30.59415250000893,None,,,,,,,,,,,,
