instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,welcomeText.started,welcomeText.stopped,welcome_resp.keys,welcome_resp.rt,welcome_resp.started,welcome_resp.stopped,text_6.started,text_6.stopped,Participant,Session,Tone Length,Condition,Calibration,Practice,Instructions,date,expName,psychopyVersion,frameRate,
,,,,,,,,14.488973400002578,None,space,1.5193473999970593,14.488973400002578,None,,,,1,Short,Quiet,0.8912509381337447,No,No,2020_Nov_03_1218,toneDetectionPlatform_V1.7,2020.2.4,59.93389291684516,
,,,,,,,,,,,,,,16.036752500003786,None,,,,,,,,,,,,
