instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,welcomeText.started,welcomeText.stopped,welcome_resp.keys,welcome_resp.rt,welcome_resp.started,welcome_resp.stopped,participant,Session,Tone Length,Condition,calibration,date,expName,psychopyVersion,frameRate,
,,,,,,,,10.283620599999267,None,space,3.804298299999573,10.283620599999267,None,,1,Short,Quiet,0.8912509381337447,2020_Nov_02_1519,toneDetectionPlatform_V1.6,2020.2.4,59.958185161734235,
