instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,welcomeText.started,welcomeText.stopped,welcome_resp.keys,welcome_resp.rt,welcome_resp.started,welcome_resp.stopped,Participant,Session,Tone Length,Condition,Calibration,Practice,Instructions,date,expName,psychopyVersion,frameRate,
,,,,,,,,15.922607700005756,None,space,0.4446492999995826,15.922607700005756,None,,1,Short,Quiet,0.8912509381337447,No,No,2020_Nov_03_1208,toneDetectionPlatform_V1.7,2020.2.4,59.919133136003914,
