instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,welcomeText.started,welcomeText.stopped,welcome_resp.keys,welcome_resp.rt,welcome_resp.started,welcome_resp.stopped,text_7.started,text_7.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,text_10.started,text_10.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,firstITI.started,firstITI.stopped,trials.label,trials.startVal,trials.startValSd,trials.pThreshold,trials.beta,trials.delta,trials.gamma,trials.grain,trials.range,trials.minVal,trials.maxVal,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.stepType,trials.intensity,participant,Session,Tone Length,Condition,calibration,date,expName,psychopyVersion,frameRate,
,,,,,,,,13.551551499998823,None,space,1.3254949000001943,13.551551499998823,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Short,Simultaneous,0.8912509381337447,2020_Nov_02_1459,toneDetectionPlatform_V1.6,2020.2.4,60.01154622208347,
,,,,,,,,,,,,,,14.937469599999531,None,c,1.1982054000000062,14.937469599999531,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Short,Simultaneous,0.8912509381337447,2020_Nov_02_1459,toneDetectionPlatform_V1.6,2020.2.4,60.01154622208347,
,,,,,,,,,,,,,,,,,,,,16.158844699999463,None,b,0.8125250000011874,16.158844699999463,None,,,,,,,,,,,,,,,,,,,,,,1,Short,Simultaneous,0.8912509381337447,2020_Nov_02_1459,toneDetectionPlatform_V1.6,2020.2.4,60.01154622208347,
,,,,,,,,,,,,,,,,,,,,,,,,,,16.992714899999555,None,test,30,50,0.63,3.5,0.01,0.5,0.01,60,0,60,0,1,0,start,4,lin,30,,,,,,,,,,
