Long_Tone1.started,Long_Tone1.stopped,Delay.started,Delay.stopped,ISI.started,ISI.stopped,Long_Tone2.started,Long_Tone2.stopped,Bandpass_Noise.started,Bandpass_Noise.stopped,participant,session,date,expName,psychopyVersion,frameRate,
12.448913859087043,12.666135254083201,11.945231124060228,12.43228300602641,12.649087192025036,13.43277954403311,13.449434568057768,13.649084330070764,11.945231124060228,None,,,,,,,
