instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,welcomeText.started,welcomeText.stopped,welcome_resp.keys,welcome_resp.rt,welcome_resp.started,welcome_resp.stopped,instructionsLightBulb1.started,instructionsLightBulb1.stopped,instructionsLightBulb2.started,instructionsLightBulb2.stopped,instructionsText.started,instructionsText.stopped,pressSpace.started,pressSpace.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,instructionsLightBulb1_2.started,instructionsLightBulb1_2.stopped,instructionsLightBulb2_2.started,instructionsLightBulb2_2.stopped,instructionsText_2.started,instructionsText_2.stopped,pressSpace_2.started,pressSpace_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,instructionsLightBulb1_3.started,instructionsLightBulb1_3.stopped,instructionsLightBulb2_3.started,instructionsLightBulb2_3.stopped,text_3.started,text_3.stopped,pressSpace_3.started,pressSpace_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,instructionsLightBulb1_4.started,instructionsLightBulb1_4.stopped,instructionsLightBulb2_4.started,instructionsLightBulb2_4.stopped,instructionsLightBulb1_5.started,instructionsLightBulb1_5.stopped,instructionsLightBulb2_5.started,instructionsLightBulb2_5.stopped,instructionsLightBulb2_6.started,instructionsLightBulb2_6.stopped,text_4.started,text_4.stopped,pressSpace_4.started,pressSpace_4.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_2.started,text_2.stopped,text_5.started,text_5.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,lightBulbOFF.started,lightBulbOFF.stopped,lightBulbON.started,lightBulbON.stopped,sound_1.started,sound_1.stopped,instructions_8_firstLine.started,instructions_8_firstLine.stopped,text_8.started,text_8.stopped,text_9.started,text_9.stopped,instructions_8_pressP.started,instructions_8_pressP.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,text_6.started,text_6.stopped,Participant,Session,Tone Length,Condition,Calibration,Practice,Instructions,date,expName,psychopyVersion,frameRate,
,,,,,,,,10.416910400002962,None,space,0.36576460000651423,10.416910400002962,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Short,Quiet,0.8912509381337447,Yes,Yes,2020_Nov_03_1220,toneDetectionPlatform_V1.7,2020.2.4,60.00859322961735,
0,0,0,0,,,,,,,,,,,10.870950600001379,None,10.870950600001379,None,10.870950600001379,None,10.870950600001379,None,space,0.6968288000061875,10.870950600001379,None,11.63479450000159,None,11.63479450000159,None,11.63479450000159,None,11.63479450000159,None,space,0.3322954000032041,11.63479450000159,None,12.037145599999349,None,12.037145599999349,None,12.037145599999349,None,12.037145599999349,None,space,0.10923829999228474,12.037145599999349,None,12.219543900006101,None,12.219543900006101,None,13.23086830000102,None,13.23086830000102,16.2322492999956,16.178702599994722,None,13.23086830000102,None,17.166443499998422,None,space,0.6249543000012636,17.166443499998422,None,17.817070000004605,None,19.802278999995906,None,space,0.4176568999973824,19.802278999995906,None,20.236023799996474,22.23788990000321,22.221472300007008,None,22.221567640003922,None,23.222350500000175,None,25.20783389999997,None,27.19313549999788,None,29.195210499994573,None,p,1.5680718999938108,29.195210499994573,None,,,,1,Short,Quiet,0.8912509381337447,Yes,Yes,2020_Nov_03_1220,toneDetectionPlatform_V1.7,2020.2.4,60.00859322961735,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.780101500000455,None,,,,,,,,,,,,
