instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,welcomeText.started,welcomeText.stopped,welcome_resp.keys,welcome_resp.rt,welcome_resp.started,welcome_resp.stopped,text_10.started,text_10.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,firstITI.started,firstITI.stopped,trials.label,trials.startVal,trials.startValSd,trials.pThreshold,trials.beta,trials.delta,trials.gamma,trials.grain,trials.range,trials.minVal,trials.maxVal,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.stepType,trials.intensity,trials.response,participant,Session,Tone Length,Condition,calibration,date,expName,psychopyVersion,frameRate,
,,,,,,,,10.648456199996872,None,space,0.8839057000004686,10.648456199996872,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1130,toneDetectionPlatform_V1.7,2020.2.4,59.9840082638314,
,,,,,,,,,,,,,,11.559077800004161,None,b,0.9445306999987224,11.559077800004161,None,,,,,,,,,,,,,,,,,,,,,,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1130,toneDetectionPlatform_V1.7,2020.2.4,59.9840082638314,
,,,,,,,,,,,,,,,,,,,,12.52656769999885,None,test,50,20,0.63,3.5,0.01,0.01,0.01,100,0,100,0,1,0,start,4,lin,50,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1130,toneDetectionPlatform_V1.7,2020.2.4,59.9840082638314,
,,,,,,,,,,,,,,,,,,,,,,test,50,20,0.63,3.5,0.01,0.01,0.01,100,0,100,0,2,1,start,4,lin,36.90154957135388,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1130,toneDetectionPlatform_V1.7,2020.2.4,59.9840082638314,
,,,,,,,,,,,,,,,,,,,,,,test,50,20,0.63,3.5,0.01,0.01,0.01,100,0,100,0,3,2,start,4,lin,27.75566153911812,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1130,toneDetectionPlatform_V1.7,2020.2.4,59.9840082638314,
,,,,,,,,,,,,,,,,,,,,,,test,50,20,0.63,3.5,0.01,0.01,0.01,100,0,100,0,4,3,start,4,lin,20.579058188148064,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1130,toneDetectionPlatform_V1.7,2020.2.4,59.9840082638314,
,,,,,,,,,,,,,,,,,,,,,,test,50,20,0.63,3.5,0.01,0.01,0.01,100,0,100,0,5,4,start,4,lin,14.746677276550564,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1130,toneDetectionPlatform_V1.7,2020.2.4,59.9840082638314,
,,,,,,,,,,,,,,,,,,,,,,test,50,20,0.63,3.5,0.01,0.01,0.01,100,0,100,0,6,5,start,4,lin,10.057548043569916,0,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1130,toneDetectionPlatform_V1.7,2020.2.4,59.9840082638314,
,,,,,,,,,,,,,,,,,,,,,,test,50,20,0.63,3.5,0.01,0.01,0.01,100,0,100,0,7,6,start,4,lin,12.750883122763305,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1130,toneDetectionPlatform_V1.7,2020.2.4,59.9840082638314,
,,,,,,,,,,,,,,,,,,,,,,test,50,20,0.63,3.5,0.01,0.01,0.01,100,0,100,0,8,7,start,4,lin,11.546093998226311,0,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1130,toneDetectionPlatform_V1.7,2020.2.4,59.9840082638314,
,,,,,,,,,,,,,,,,,,,,,,test,50,20,0.63,3.5,0.01,0.01,0.01,100,0,100,0,9,8,start,4,lin,12.24000056916605,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1130,toneDetectionPlatform_V1.7,2020.2.4,59.9840082638314,
,,,,,,,,,,,,,,,,,,,,,,test,50,20,0.63,3.5,0.01,0.01,0.01,100,0,100,0,10,9,start,4,lin,11.959377509231395,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1130,toneDetectionPlatform_V1.7,2020.2.4,59.9840082638314,
,,,,,,,,,,,,,,,,,,,,,,test,50,20,0.63,3.5,0.01,0.01,0.01,100,0,100,0,11,10,start,4,lin,11.800771928977241,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1130,toneDetectionPlatform_V1.7,2020.2.4,59.9840082638314,
,,,,,,,,,,,,,,,,,,,,,,test,50,20,0.63,3.5,0.01,0.01,0.01,100,0,100,0,12,11,start,4,lin,11.700413617063496,0,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1130,toneDetectionPlatform_V1.7,2020.2.4,59.9840082638314,
,,,,,,,,,,,,,,,,,,,,,,test,50,20,0.63,3.5,0.01,0.01,0.01,100,0,100,0,13,12,start,4,lin,11.800441213041786,0,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1130,toneDetectionPlatform_V1.7,2020.2.4,59.9840082638314,
,,,,,,,,,,,,,,,,,,,,,,test,50,20,0.63,3.5,0.01,0.01,0.01,100,0,100,0,14,13,start,4,lin,11.87324106772283,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1130,toneDetectionPlatform_V1.7,2020.2.4,59.9840082638314,
,,,,,,,,,,,,,,,,,,,,,,test,50,20,0.63,3.5,0.01,0.01,0.01,100,0,100,0,15,14,start,4,lin,11.833494118300074,0,,,,,,,,,,
