condition,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,welcomeText.started,welcomeText.stopped,welcome_resp.keys,welcome_resp.rt,welcome_resp.started,welcome_resp.stopped,firstITI.started,firstITI.stopped,text_6.started,text_6.stopped,firstChoiceProbeTone_2.started,firstChoiceProbeTone_2.stopped,firstChoice_Noise.started,firstChoice_Noise.stopped,firstVisualStimulus_2.started,firstVisualStimulus_2.stopped,firstChoiceLeftStimulus_2.started,firstChoiceLeftStimulus_2.stopped,firstChoiceRightStimulus_2.started,firstChoiceRightStimulus_2.stopped,ISIVisualStimulus_3.started,ISIVisualStimulus_3.stopped,rightStimulus_3.started,rightStimulus_3.stopped,leftStimulus_3.started,leftStimulus_3.stopped,secondChoiceTone_2.started,secondChoiceTone_2.stopped,secondChoice_Noise.started,secondChoice_Noise.stopped,secondVisualStimulus_2.started,secondVisualStimulus_2.stopped,secondChoiceLeftStimulus_2.started,secondChoiceLeftStimulus_2.stopped,secondChoiceRightStimulus_2.started,secondChoiceRightStimulus_2.stopped,decisionTextProbe_2.started,decisionTextProbe_2.stopped,decisionKey_2.keys,decisionKey_2.corr,decisionKey_2.rt,decisionKey_2.started,decisionKey_2.stopped,Trial,Psychopy_input_value,Desired_dB,Condition,Response_time,Accuracy,trialType,feedbackText_2.started,feedbackText_2.stopped,Participant,Session,Condition,Calibration,Practice,Instructions,date,expName,psychopyVersion,frameRate,
,,,,,,,,,23.266466257999127,None,space,0.9392938439996215,23.266466257999127,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quiet,,,,,,,1,Quiet,0.8912509381337447,Yes,No,2020_Nov_04_1146,toneDetectionPlatform_V1.7,2020.2.5,60.03728843908141,
1,,,,,0,0,0,0,,,,,,,24.230293533000804,None,29.263287623001816,None,32.97816700000476,33.179231340000115,32.97816700000476,None,32.98129729900029,None,32.98129729900029,None,32.98129729900029,None,33.31252284400034,None,33.31252284400034,None,33.31252284400034,None,36.91200286140156,36.91204593099974,36.91200286140156,None,36.91204593099974,None,36.91204593099974,None,36.91204593099974,None,37.24536269899909,None,1,1,0.22401399899899843,37.24536269899909,None,0,0.01258925411794167,80,Quiet,0.22401399899899843,1,Practice,37.49549716099864,None,,1,Quiet,0.8912509381337447,Yes,No,2020_Nov_04_1146,toneDetectionPlatform_V1.7,2020.2.5,60.03728843908141,
2,,,,,0,1,1,1,,,,,,,,,38.49528699499933,None,42.09491545540004,42.09526781200111,42.09491545540004,None,42.09526781200111,None,42.09526781200111,None,42.09526781200111,None,42.428180928000074,None,42.428180928000074,None,42.428180928000074,None,46.02798446940142,46.22774348600069,46.02798446940142,None,46.027613443999144,None,46.027613443999144,None,46.027613443999144,None,46.36098796499937,None,1,0,1.1210998210008256,46.36098796499937,None,1,0.01258925411794167,80,Quiet,1.1210998210008256,0,Practice,47.510866142998566,None,,1,Quiet,0.8912509381337447,Yes,No,2020_Nov_04_1146,toneDetectionPlatform_V1.7,2020.2.5,60.03728843908141,
1,,,,,0,2,2,2,,,,,,,,,48.51087068700144,None,52.11050527940097,52.31061976500132,52.11050527940097,None,52.110795159998816,None,52.110795159998816,None,52.110795159998816,None,52.44413044300018,None,52.44413044300018,None,52.44413044300018,None,56.07649543739899,56.0763652429996,56.07649543739899,None,56.0763652429996,None,56.0763652429996,None,56.0763652429996,None,56.40974688699862,None,1,1,2.0971729019984195,56.40974688699862,None,2,0.01258925411794167,80,Quiet,2.0971729019984195,1,Practice,58.52671635099978,None,,1,Quiet,0.8912509381337447,Yes,No,2020_Nov_04_1146,toneDetectionPlatform_V1.7,2020.2.5,60.03728843908141,
2,,,,,0,3,3,3,,,,,,,,,59.52657892999923,None,63.09267468440157,63.09253268999964,63.09267468440157,None,63.09253268999964,None,63.09253268999964,None,63.09253268999964,None,63.42604476199995,None,63.42604476199995,None,63.42604476199995,None,66.97457705360284,67.17542526699981,66.97457705360284,None,66.9754734220005,None,66.9754734220005,None,66.9754734220005,None,67.30864292600018,None,2,1,0.31089063699982944,67.30864292600018,None,3,0.01258925411794167,80,Quiet,0.31089063699982944,1,Practice,67.64246178800022,None,,1,Quiet,0.8912509381337447,Yes,No,2020_Nov_04_1146,toneDetectionPlatform_V1.7,2020.2.5,60.03728843908141,
1,,,,,0,4,4,4,,,,,,,,,68.64206457600085,None,72.19207837740032,72.39146353199976,72.19207837740032,None,72.19147243100088,None,72.19147243100088,None,72.19147243100088,None,72.52471951299958,None,72.52471951299958,None,72.52471951299958,None,76.07589315139921,76.07417648499904,76.07589315139921,None,76.07417648499904,None,76.07417648499904,None,76.07417648499904,None,76.40732722399844,None,2,0,3.2158498150020023,76.40732722399844,None,4,0.01258925411794167,80,Quiet,3.2158498150020023,0,Practice,79.6409398629985,None,,1,Quiet,0.8912509381337447,Yes,No,2020_Nov_04_1146,toneDetectionPlatform_V1.7,2020.2.5,60.03728843908141,
