instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,welcomeText.started,welcomeText.stopped,welcome_resp.keys,welcome_resp.rt,welcome_resp.started,welcome_resp.stopped,text_7.started,text_7.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,text_10.started,text_10.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,firstITI.started,firstITI.stopped,trials.label,trials.startVal,trials.startValSd,trials.pThreshold,trials.beta,trials.delta,trials.gamma,trials.grain,trials.range,trials.minVal,trials.maxVal,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.stepType,trials.intensity,trials.response,participant,Session,Tone Length,Condition,calibration,date,expName,psychopyVersion,frameRate,
,,,,,,,,12.01793809999981,None,space,2.822932099999889,12.01793809999981,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Short,Quiet,0.8912509381337447,2020_Nov_02_1348,toneDetectionPlatform_V1.6,2020.2.4,59.87091830011691,
,,,,,,,,,,,,,,14.886639499999546,None,c,1.0909497000002375,14.886639499999546,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Short,Quiet,0.8912509381337447,2020_Nov_02_1348,toneDetectionPlatform_V1.6,2020.2.4,59.87091830011691,
,,,,,,,,,,,,,,,,,,,,16.007643299999472,None,b,1.0351958999999624,16.007643299999472,None,,,,,,,,,,,,,,,,,,,,,,,1,Short,Quiet,0.8912509381337447,2020_Nov_02_1348,toneDetectionPlatform_V1.6,2020.2.4,59.87091830011691,
,,,,,,,,,,,,,,,,,,,,,,,,,,17.058604199999536,None,test,50,10,0.63,3.5,0.01,0.5,0.01,60,0,60,0,1,0,start,4,lin,50,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_02_1348,toneDetectionPlatform_V1.6,2020.2.4,59.87091830011691,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,50,10,0.63,3.5,0.01,0.5,0.01,60,0,60,0,2,1,start,4,lin,48.544866359866504,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_02_1348,toneDetectionPlatform_V1.6,2020.2.4,59.87091830011691,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,50,10,0.63,3.5,0.01,0.5,0.01,60,0,60,0,3,2,start,4,lin,46.17855805586022,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_02_1348,toneDetectionPlatform_V1.6,2020.2.4,59.87091830011691,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,50,10,0.63,3.5,0.01,0.5,0.01,60,0,60,0,4,3,start,4,lin,44.13910588604035,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_02_1348,toneDetectionPlatform_V1.6,2020.2.4,59.87091830011691,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,50,10,0.63,3.5,0.01,0.5,0.01,60,0,60,0,5,4,start,4,lin,42.32763266230673,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_02_1348,toneDetectionPlatform_V1.6,2020.2.4,59.87091830011691,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,50,10,0.63,3.5,0.01,0.5,0.01,60,0,60,0,6,5,start,4,lin,40.68755510988356,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_02_1348,toneDetectionPlatform_V1.6,2020.2.4,59.87091830011691,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,50,10,0.63,3.5,0.01,0.5,0.01,60,0,60,0,7,6,start,4,lin,39.1813778469473,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_02_1348,toneDetectionPlatform_V1.6,2020.2.4,59.87091830011691,
