instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,welcomeText.started,welcomeText.stopped,welcome_resp.keys,welcome_resp.rt,welcome_resp.started,welcome_resp.stopped,text_10.started,text_10.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,firstITI.started,firstITI.stopped,trials.label,trials.startVal,trials.startValSd,trials.pThreshold,trials.beta,trials.delta,trials.gamma,trials.grain,trials.range,trials.minVal,trials.maxVal,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.stepType,trials.intensity,trials.response,participant,Session,Tone Length,Condition,calibration,date,expName,psychopyVersion,frameRate,
,,,,,,,,11.146506399993086,None,space,0.712963400001172,11.146506399993086,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1055,toneDetectionPlatform_V1.7,2020.2.4,60.06406433286463,
,,,,,,,,,,,,,,11.880276399999275,None,b,0.8102819000050658,11.880276399999275,None,,,,,,,,,,,,,,,,,,,,,,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1055,toneDetectionPlatform_V1.7,2020.2.4,60.06406433286463,
,,,,,,,,,,,,,,,,,,,,12.714142299999367,None,test,100,70,0.63,3.5,0.01,0.5,0.01,100,0,60,0,1,0,start,4,lin,100,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1055,toneDetectionPlatform_V1.7,2020.2.4,60.06406433286463,
,,,,,,,,,,,,,,,,,,,,,,test,100,70,0.63,3.5,0.01,0.5,0.01,100,0,60,0,2,1,start,4,lin,60,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1055,toneDetectionPlatform_V1.7,2020.2.4,60.06406433286463,
,,,,,,,,,,,,,,,,,,,,,,test,100,70,0.63,3.5,0.01,0.5,0.01,100,0,60,0,3,2,start,4,lin,60,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1055,toneDetectionPlatform_V1.7,2020.2.4,60.06406433286463,
,,,,,,,,,,,,,,,,,,,,,,test,100,70,0.63,3.5,0.01,0.5,0.01,100,0,60,0,4,3,start,4,lin,60,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1055,toneDetectionPlatform_V1.7,2020.2.4,60.06406433286463,
,,,,,,,,,,,,,,,,,,,,,,test,100,70,0.63,3.5,0.01,0.5,0.01,100,0,60,0,5,4,start,4,lin,60,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1055,toneDetectionPlatform_V1.7,2020.2.4,60.06406433286463,
,,,,,,,,,,,,,,,,,,,,,,test,100,70,0.63,3.5,0.01,0.5,0.01,100,0,60,0,6,5,start,4,lin,58.678656277225755,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1055,toneDetectionPlatform_V1.7,2020.2.4,60.06406433286463,
,,,,,,,,,,,,,,,,,,,,,,test,100,70,0.63,3.5,0.01,0.5,0.01,100,0,60,0,7,6,start,4,lin,56.937017414682,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1055,toneDetectionPlatform_V1.7,2020.2.4,60.06406433286463,
,,,,,,,,,,,,,,,,,,,,,,test,100,70,0.63,3.5,0.01,0.5,0.01,100,0,60,0,8,7,start,4,lin,55.532392063710454,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1055,toneDetectionPlatform_V1.7,2020.2.4,60.06406433286463,
