instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,welcomeText.started,welcomeText.stopped,welcome_resp.keys,welcome_resp.rt,welcome_resp.started,welcome_resp.stopped,Participant,Session,Tone Length,Condition,Calibration,Practice,Instructions,date,expName,psychopyVersion,frameRate,
,,,,8.829728500000783,None,space,0.49662040000839625,8.829728500000783,None,,1,Short,Quiet,0.8912509381337447,Yes,Yes,2020_Nov_03_1340,toneDetectionPlatform_V1.7,2020.2.4,59.85891254197721,
