Welcome_Text.started,Welcome_Text.stopped,Welcome_Response.keys,Welcome_Response.rt,Welcome_Response.started,Welcome_Response.stopped,participant,session,date,expName,psychopyVersion,frameRate,
12.782196995802224,None,space,3.5849044991191477,12.782196995802224,None,,001,2020_Mar_31_1127,BETA_001,3.1.2,59.99549654589188,
