instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,practiceCompleteLoop.thisRepN,practiceCompleteLoop.thisTrialN,practiceCompleteLoop.thisN,practiceCompleteLoop.thisIndex,welcomeText.started,welcomeText.stopped,welcome_resp.keys,welcome_resp.rt,welcome_resp.started,welcome_resp.stopped,firstITI.started,firstITI.stopped,text_10.started,text_10.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,trials.label,trials.startVal,trials.startValSd,trials.pThreshold,trials.beta,trials.delta,trials.gamma,trials.grain,trials.range,trials.minVal,trials.maxVal,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.stepType,trials.intensity,trials.response,Trial,Psychopy_input_value,Desired_dB,Condition,trialType,Response_time,Accuracy,text_11.started,text_11.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.started,key_resp_9.stopped,Participant,Session,Condition,Calibration,Practice,Instructions,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,9,8,start,4,lin,33.39556101602223,1,9,5.8854279961637866e-05,33.39556101602223,Quiet,Test,0.37738269998226315,1,,,,,,,,1,Quiet,0.8912509381337447,No,No,2020_Nov_09_1546,toneDetectionPlatform_V1.8,2020.2.4,59.9525775130177,
,,,,,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,10,9,start,4,lin,33.215447996060426,1,10,5.764642772620271e-05,33.215447996060426,Quiet,Test,0.19640809996053576,1,,,,,,,,1,Quiet,0.8912509381337447,No,No,2020_Nov_09_1546,toneDetectionPlatform_V1.8,2020.2.4,59.9525775130177,
,,,,,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,11,10,start,4,lin,33.10769765350503,1,11,5.6935728604849884e-05,33.10769765350503,Quiet,Test,0.2481585000641644,1,,,,,,,,1,Quiet,0.8912509381337447,No,No,2020_Nov_09_1546,toneDetectionPlatform_V1.8,2020.2.4,59.9525775130177,
,,,,,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,12,11,start,4,lin,33.033808888350045,1,12,5.645344436006388e-05,33.033808888350045,Quiet,Test,0.23312170000281185,1,,,,,,,,1,Quiet,0.8912509381337447,No,No,2020_Nov_09_1546,toneDetectionPlatform_V1.8,2020.2.4,59.9525775130177,
,,,,,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,13,12,start,4,lin,32.977013601050196,1,13,5.608551086175949e-05,32.977013601050196,Quiet,Test,0.9572863000212237,1,,,,,,,,1,Quiet,0.8912509381337447,No,No,2020_Nov_09_1546,toneDetectionPlatform_V1.8,2020.2.4,59.9525775130177,
,,,,,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,14,13,start,4,lin,32.93196772544261,1,14,5.5795398826317156e-05,32.93196772544261,Quiet,Test,0.21763820003252476,1,,,,,,,,1,Quiet,0.8912509381337447,No,No,2020_Nov_09_1546,toneDetectionPlatform_V1.8,2020.2.4,59.9525775130177,
,,,,,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,15,14,start,4,lin,32.89042334032335,0,15,5.552916807412381e-05,32.89042334032335,Quiet,Test,0.5742839000886306,0,,,,,,,,1,Quiet,0.8912509381337447,No,No,2020_Nov_09_1546,toneDetectionPlatform_V1.8,2020.2.4,59.9525775130177,
,,,,,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,16,15,start,4,lin,32.94685244008726,0,16,5.5891095482612184e-05,32.94685244008726,Quiet,Test,0.2934786999830976,0,,,,,,,,1,Quiet,0.8912509381337447,No,No,2020_Nov_09_1546,toneDetectionPlatform_V1.8,2020.2.4,59.9525775130177,
,,,,,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,17,16,start,4,lin,32.98396801277678,1,17,5.613043405754515e-05,32.98396801277678,Quiet,Test,0.18655669991858304,1,,,,,,,,1,Quiet,0.8912509381337447,No,No,2020_Nov_09_1546,toneDetectionPlatform_V1.8,2020.2.4,59.9525775130177,
,,,,,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,18,17,start,4,lin,32.96328160057289,1,18,5.599691224773166e-05,32.96328160057289,Quiet,Test,0.6201354999793693,1,,,,,,,,1,Quiet,0.8912509381337447,No,No,2020_Nov_09_1546,toneDetectionPlatform_V1.8,2020.2.4,59.9525775130177,
,,,,,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,19,18,start,4,lin,32.945743720650256,1,19,5.588396166078028e-05,32.945743720650256,Quiet,Test,0.220409500063397,1,,,,,,,,1,Quiet,0.8912509381337447,No,No,2020_Nov_09_1546,toneDetectionPlatform_V1.8,2020.2.4,59.9525775130177,
,,,,,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,20,19,start,4,lin,32.93096343791642,1,20,5.578894797486983e-05,32.93096343791642,Quiet,Test,0.6133525000186637,1,,,,,,,,1,Quiet,0.8912509381337447,No,No,2020_Nov_09_1546,toneDetectionPlatform_V1.8,2020.2.4,59.9525775130177,
,,,,,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,21,20,start,4,lin,32.91753045006731,1,21,5.570273538227912e-05,32.91753045006731,Quiet,Test,0.5958910000044852,1,,,,,,,,1,Quiet,0.8912509381337447,No,No,2020_Nov_09_1546,toneDetectionPlatform_V1.8,2020.2.4,59.9525775130177,
,,,,,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,22,21,start,4,lin,32.90560359466516,1,22,5.5626300776094785e-05,32.90560359466516,Quiet,Test,0.8268578000133857,1,,,,,,,,1,Quiet,0.8912509381337447,No,No,2020_Nov_09_1546,toneDetectionPlatform_V1.8,2020.2.4,59.9525775130177,
,,,,,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,23,22,start,4,lin,32.89479002373028,1,23,5.5557091438116786e-05,32.89479002373028,Quiet,Test,0.23859180009458214,1,,,,,,,,1,Quiet,0.8912509381337447,No,No,2020_Nov_09_1546,toneDetectionPlatform_V1.8,2020.2.4,59.9525775130177,
,,,,,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,24,23,start,4,lin,32.884358126021425,1,24,5.5490406501492365e-05,32.884358126021425,Quiet,Test,0.21138100000098348,1,,,,,,,,1,Quiet,0.8912509381337447,No,No,2020_Nov_09_1546,toneDetectionPlatform_V1.8,2020.2.4,59.9525775130177,
,,,,,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,25,24,start,4,lin,32.87459490821213,0,25,5.542806855097038e-05,32.87459490821213,Quiet,Test,0.3918470999924466,0,,,,,,,,1,Quiet,0.8912509381337447,No,No,2020_Nov_09_1546,toneDetectionPlatform_V1.8,2020.2.4,59.9525775130177,
,,,,,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,26,25,start,4,lin,32.888473147161655,0,26,5.551670182689815e-05,32.888473147161655,Quiet,Test,0.24456049990840256,0,,,,,,,,1,Quiet,0.8912509381337447,No,No,2020_Nov_09_1546,toneDetectionPlatform_V1.8,2020.2.4,59.9525775130177,
,,,,,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,27,26,start,4,lin,32.901826983148254,0,27,5.560211980298482e-05,32.901826983148254,Quiet,Test,0.5194787998916581,0,,,,,,,,1,Quiet,0.8912509381337447,No,No,2020_Nov_09_1546,toneDetectionPlatform_V1.8,2020.2.4,59.9525775130177,
,,,,,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,28,27,start,4,lin,32.914223193288855,1,28,5.568152993428352e-05,32.914223193288855,Quiet,Test,0.17939550010487437,1,,,,,,,,1,Quiet,0.8912509381337447,No,No,2020_Nov_09_1546,toneDetectionPlatform_V1.8,2020.2.4,59.9525775130177,
,,,,,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,29,28,start,4,lin,32.906494018109015,0,29,5.5632003531167694e-05,32.906494018109015,Quiet,Test,0.1722159000346437,0,,,,,,,,1,Quiet,0.8912509381337447,No,No,2020_Nov_09_1546,toneDetectionPlatform_V1.8,2020.2.4,59.9525775130177,
,,,,,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,30,29,start,4,lin,32.918094636051116,1,30,5.570635363263041e-05,32.918094636051116,Quiet,Test,0.17193070007488132,1,,,,,,,,1,Quiet,0.8912509381337447,No,No,2020_Nov_09_1546,toneDetectionPlatform_V1.8,2020.2.4,59.9525775130177,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quiet,,,,185.80178129998967,None,e,1.5092170999851078,185.80178129998967,None,,1,Quiet,0.8912509381337447,No,No,2020_Nov_09_1546,toneDetectionPlatform_V1.8,2020.2.4,59.9525775130177,
