instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,practiceCompleteLoop.thisRepN,practiceCompleteLoop.thisTrialN,practiceCompleteLoop.thisN,practiceCompleteLoop.thisIndex,welcomeText.started,welcomeText.stopped,welcome_resp.keys,welcome_resp.rt,welcome_resp.started,welcome_resp.stopped,firstITI.started,firstITI.stopped,text_10.started,text_10.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,trials.label,trials.startVal,trials.startValSd,trials.pThreshold,trials.beta,trials.delta,trials.gamma,trials.grain,trials.range,trials.minVal,trials.maxVal,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.stepType,trials.intensity,trials.response,Trial,Psychopy_input_value,Desired_dB,Condition,trialType,Response_time,Accuracy,text_11.started,text_11.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.started,key_resp_9.stopped,Participant,Session,Condition,Calibration,Practice,Instructions,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,24.392440600087866,None,space,0.6097038999432698,24.392440600087866,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quiet,,,,,,,,,,,1,Quiet,0.8912509381337447,No,No,2020_Nov_09_1546,toneDetectionPlatform_V1.8,2020.2.4,59.9525775130177,
,,,,,,,,,,,,,,,,,,25.02438960003201,None,30.06701380002778,None,b,1.6054206000408158,30.06701380002778,None,,,,,,,,,,,,,,,,,,,,,,,Quiet,,,,,,,,,,,1,Quiet,0.8912509381337447,No,No,2020_Nov_09_1546,toneDetectionPlatform_V1.8,2020.2.4,59.9525775130177,
,,,,,,,,,,,,,,,,,,31.697612500051036,None,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,1,0,start,4,lin,80,1,1,0.01258925411794167,80.0,Quiet,Test,0.3240033999318257,1,,,,,,,,1,Quiet,0.8912509381337447,No,No,2020_Nov_09_1546,toneDetectionPlatform_V1.8,2020.2.4,59.9525775130177,
,,,,,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,2,1,start,4,lin,61.555998968509456,1,2,0.0015059132288911036,61.555998968509456,Quiet,Test,0.38402150000911206,1,,,,,,,,1,Quiet,0.8912509381337447,No,No,2020_Nov_09_1546,toneDetectionPlatform_V1.8,2020.2.4,59.9525775130177,
,,,,,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,3,2,start,4,lin,49.73422800560533,1,3,0.0003861103116690461,49.73422800560533,Quiet,Test,0.47561189997941256,1,,,,,,,,1,Quiet,0.8912509381337447,No,No,2020_Nov_09_1546,toneDetectionPlatform_V1.8,2020.2.4,59.9525775130177,
,,,,,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,4,3,start,4,lin,41.820302374026156,1,4,0.00015524410527447668,41.820302374026156,Quiet,Test,0.35547750000841916,1,,,,,,,,1,Quiet,0.8912509381337447,No,No,2020_Nov_09_1546,toneDetectionPlatform_V1.8,2020.2.4,59.9525775130177,
,,,,,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,5,4,start,4,lin,36.74375157993622,1,5,8.653415934721939e-05,36.74375157993622,Quiet,Test,0.3339742000680417,1,,,,,,,,1,Quiet,0.8912509381337447,No,No,2020_Nov_09_1546,toneDetectionPlatform_V1.8,2020.2.4,59.9525775130177,
,,,,,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,6,5,start,4,lin,33.695010623041235,1,6,6.091868656171759e-05,33.695010623041235,Quiet,Test,0.2198674000101164,1,,,,,,,,1,Quiet,0.8912509381337447,No,No,2020_Nov_09_1546,toneDetectionPlatform_V1.8,2020.2.4,59.9525775130177,
,,,,,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,7,6,start,4,lin,31.9807711598593,0,7,5.0007893154381025e-05,31.9807711598593,Quiet,Test,0.3960224000038579,0,,,,,,,,1,Quiet,0.8912509381337447,No,No,2020_Nov_09_1546,toneDetectionPlatform_V1.8,2020.2.4,59.9525775130177,
,,,,,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,8,7,start,4,lin,32.9324379100375,0,8,5.5798419224705e-05,32.9324379100375,Quiet,Test,1.0564254999626428,0,,,,,,,,1,Quiet,0.8912509381337447,No,No,2020_Nov_09_1546,toneDetectionPlatform_V1.8,2020.2.4,59.9525775130177,
