instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,welcomeText.started,welcomeText.stopped,welcome_resp.keys,welcome_resp.rt,welcome_resp.started,welcome_resp.stopped,text_10.started,text_10.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,firstITI.started,firstITI.stopped,participant,Session,Tone Length,Condition,calibration,date,expName,psychopyVersion,frameRate,
,,,,,,,,10.352635500006727,None,space,0.6312114999891492,10.352635500006727,None,,,,,,,,,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1125,toneDetectionPlatform_V1.7,2020.2.4,60.04967309206693,
,,,,,,,,,,,,,,11.002648800000316,None,b,0.9602785000024596,11.002648800000316,None,,,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1125,toneDetectionPlatform_V1.7,2020.2.4,60.04967309206693,
,,,,,,,,,,,,,,,,,,,,11.986760700005107,None,,,,,,,,,,
