trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,interval,probe1,probe2,startProbe1,startProbe2,Welcome_Text.started,Welcome_Text.stopped,Welcome_Response.keys,Welcome_Response.rt,Welcome_Response.started,Welcome_Response.stopped,Instructions_Text.started,Instructions_Text.stopped,Instructions_Response.keys,Instructions_Response.rt,Instructions_Response.started,Instructions_Response.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,8.92367399700015,None,space,0.5525008679996972,8.92367399700015,None,,,,,,,,001,2020_Apr_14_1102,BETA_003,3.1.2,60.08276304482056,
,,,,,,,,,,,,,,,9.823777120000159,None,space,0.40616704400054005,9.823777120000159,None,,001,2020_Apr_14_1102,BETA_003,3.1.2,60.08276304482056,
