instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,condition,welcomeText.started,welcomeText.stopped,welcome_resp.keys,welcome_resp.rt,welcome_resp.started,welcome_resp.stopped,firstITI.started,firstITI.stopped,text_6.started,text_6.stopped,Participant,Session,Tone Length,Condition,Calibration,Practice,Instructions,date,expName,psychopyVersion,frameRate,
,,,,,,,,,31.276458079000804,None,space,1.0705298489992856,31.276458079000804,None,,,,,,1,Short,Quiet,0.8912509381337447,Yes,No,2020_Nov_04_1034,toneDetectionPlatform_V1.7,2020.2.5,60.1472092115798,
,,,,,,,,,,,,,,,32.376743002001604,None,37.4091340820014,None,,,,,,,,,,,,
