sound_1.started,sound_1.stopped,text.started,text.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
11.315837424946949,None,11.315837424946949,12.31605555897113,15.316242567962036,None,,,,,,,
