trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,interval,probe1,probe2,startProbe1,startProbe2,Welcome_Text.started,Welcome_Text.stopped,Welcome_Response.keys,Welcome_Response.rt,Welcome_Response.started,Welcome_Response.stopped,Instructions_Text.started,Instructions_Text.stopped,Instructions_Response.keys,Instructions_Response.rt,Instructions_Response.started,Instructions_Response.stopped,Long_Tone1.started,Long_Tone1.stopped,Delay.started,Delay.stopped,ISI.started,ISI.stopped,Long_Tone2.started,Long_Tone2.stopped,Bandpass_Noise1.started,Bandpass_Noise1.stopped,Bandpass_Noise2.started,Bandpass_Noise2.stopped,Interval1.started,Interval1.stopped,Interval2.started,Interval2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,9.692914185001428,None,space,0.5047724380001455,9.692914185001428,None,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Apr_14_1100,BETA_003,3.1.2,60.051925097900224,
,,,,,,,,,,,,,,,10.526812593001523,None,space,0.3683717570002045,10.526812593001523,None,,,,,,,,,,,,,,,,,,001,2020_Apr_14_1100,BETA_003,3.1.2,60.051925097900224,
,,,,,,,,,,,,,,,,,,,,,10.932233327001086,11.132182091001596,10.932233327001086,11.932206213001336,12.232264416999897,13.032152526000573,13.082154298001115,13.282152761999896,11.932206213001336,12.248684473001049,13.032152526000573,13.348827091000203,11.932206213001336,12.232264416999897,13.032152526000573,13.332334685001115,,,,,,,
