Long_Tone.started,Long_Tone.stopped,Delay.started,Delay.stopped,ISI.started,ISI.stopped,participant,session,date,expName,psychopyVersion,frameRate,
15.244325206964277,15.444879877963103,14.72773014206905,15.228073577047326,15.428335378062911,None,,,,,,,
