interval,probe1,probe2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Welcome_Text.started,Welcome_Text.stopped,Welcome_Response.keys,Welcome_Response.rt,Welcome_Response.started,Welcome_Response.stopped,Instructions_Text.started,Instructions_Text.stopped,Instructions_Response.keys,Instructions_Response.rt,Instructions_Response.started,Instructions_Response.stopped,Long_Tone1.started,Long_Tone1.stopped,Delay.started,Delay.stopped,ISI.started,ISI.stopped,Long_Tone2.started,Long_Tone2.stopped,Bandpass_Noise1.started,Bandpass_Noise1.stopped,Bandpass_Noise2.started,Bandpass_Noise2.stopped,Interval1.started,Interval1.stopped,Interval2.started,Interval2.stopped,Question_Text.started,Question_Text.stopped,Question_Response.keys,Question_Response.rt,Question_Response.started,Question_Response.stopped,Next_Text.started,Next_Text.stopped,Next_Response.keys,Next_Response.rt,Next_Response.started,Next_Response.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,16.178285144036636,None,space,0.8861079961061478,16.178285144036636,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Mar_31_1555,BETA_001,3.1.2,59.99768196247762,
,,,,,,,,,,,,,17.382645603036508,None,space,0.8897136258892715,17.382645603036508,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Mar_31_1555,BETA_001,3.1.2,59.99768196247762,
2,0,1,0,0,0,1,,,,,,,,,,,,,19.37949815695174,19.579700058093295,18.313019688008353,19.312953640008345,19.629508034093305,20.413439519004896,20.480241450946778,20.679982958128676,19.329801263054833,19.646176317008212,20.430093202972785,None,19.329801263054833,19.61297577410005,20.430093202972785,None,20.963652301114053,None,m,2.0435168489348143,20.963652301114053,None,23.295950226020068,None,space,1.0295879601035267,23.295950226020068,None,,001,2020_Mar_31_1555,BETA_001,3.1.2,59.99768196247762,
1,1,0,0,1,1,2,,,,,,,,,,,,,25.413261943031102,25.613538640085608,24.346580585930496,25.346603693906218,25.663745099911466,26.44653065991588,26.513269931077957,26.71331154811196,25.36330098193139,25.663745099911466,26.4631519659888,26.746548705967143,25.36330098193139,25.64659686293453,26.4631519659888,26.746548705967143,27.03017319110222,None,m,1.8489106439519674,27.03017319110222,None,29.146941303974018,None,space,0.8651024701539427,29.146941303974018,None,,001,2020_Mar_31_1555,BETA_001,3.1.2,59.99768196247762,
,,,,,,,,,,,,,,,,,,,31.09667814592831,31.29662659810856,30.030067729065195,31.030132347950712,31.346744450042024,32.13004178297706,32.19683392997831,32.39675953891128,31.046660729916766,31.363334618043154,32.14664367795922,32.429815490031615,31.046660729916766,31.330496940994635,32.14664367795922,32.429815490031615,,,,,,,,,,,,,,,,,,,
