Long_Tone1.started,Long_Tone1.stopped,Delay.started,Delay.stopped,ISI.started,ISI.stopped,Long_Tone2.started,Long_Tone2.stopped,Bandpass_Noise.started,Bandpass_Noise.stopped,participant,session,date,expName,psychopyVersion,frameRate,
12.86787611397449,13.068070926936343,12.367779296007939,12.851329325931147,13.068070926936343,13.854987258906476,13.871746431919746,14.055621364968829,12.818025826942176,13.13459025498014,,,,,,,
