instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,welcomeText.started,welcomeText.stopped,welcome_resp.keys,welcome_resp.rt,welcome_resp.started,welcome_resp.stopped,text_10.started,text_10.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,firstITI.started,firstITI.stopped,trials.label,trials.startVal,trials.startValSd,trials.pThreshold,trials.beta,trials.delta,trials.gamma,trials.grain,trials.range,trials.minVal,trials.maxVal,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.stepType,trials.intensity,trials.response,participant,Session,Tone Length,Condition,calibration,date,expName,psychopyVersion,frameRate,
,,,,,,,,14.719315800000913,None,space,1.2494115000008605,14.719315800000913,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Short,Simultaneous,0.8912509381337447,2020_Nov_03_1132,toneDetectionPlatform_V1.7,2020.2.4,59.89849600629411,
,,,,,,,,,,,,,,15.985869899988757,None,b,0.8611709999968298,15.985869899988757,None,,,,,,,,,,,,,,,,,,,,,,,1,Short,Simultaneous,0.8912509381337447,2020_Nov_03_1132,toneDetectionPlatform_V1.7,2020.2.4,59.89849600629411,
,,,,,,,,,,,,,,,,,,,,16.869762799993623,None,test,50,20,0.63,3.5,0.01,0.01,0.01,100,0,100,0,1,0,start,4,lin,50,1,,1,Short,Simultaneous,0.8912509381337447,2020_Nov_03_1132,toneDetectionPlatform_V1.7,2020.2.4,59.89849600629411,
,,,,,,,,,,,,,,,,,,,,,,test,50,20,0.63,3.5,0.01,0.01,0.01,100,0,100,0,2,1,start,4,lin,36.90154957135388,1,,1,Short,Simultaneous,0.8912509381337447,2020_Nov_03_1132,toneDetectionPlatform_V1.7,2020.2.4,59.89849600629411,
,,,,,,,,,,,,,,,,,,,,,,test,50,20,0.63,3.5,0.01,0.01,0.01,100,0,100,0,3,2,start,4,lin,27.75566153911812,1,,1,Short,Simultaneous,0.8912509381337447,2020_Nov_03_1132,toneDetectionPlatform_V1.7,2020.2.4,59.89849600629411,
,,,,,,,,,,,,,,,,,,,,,,test,50,20,0.63,3.5,0.01,0.01,0.01,100,0,100,0,4,3,start,4,lin,20.579058188148064,1,,1,Short,Simultaneous,0.8912509381337447,2020_Nov_03_1132,toneDetectionPlatform_V1.7,2020.2.4,59.89849600629411,
,,,,,,,,,,,,,,,,,,,,,,test,50,20,0.63,3.5,0.01,0.01,0.01,100,0,100,0,5,4,start,4,lin,14.746677276550564,0,,1,Short,Simultaneous,0.8912509381337447,2020_Nov_03_1132,toneDetectionPlatform_V1.7,2020.2.4,59.89849600629411,
,,,,,,,,,,,,,,,,,,,,,,test,50,20,0.63,3.5,0.01,0.01,0.01,100,0,100,0,6,5,start,4,lin,18.099212274336473,1,,1,Short,Simultaneous,0.8912509381337447,2020_Nov_03_1132,toneDetectionPlatform_V1.7,2020.2.4,59.89849600629411,
,,,,,,,,,,,,,,,,,,,,,,test,50,20,0.63,3.5,0.01,0.01,0.01,100,0,100,0,7,6,start,4,lin,16.592889133712795,1,,1,Short,Simultaneous,0.8912509381337447,2020_Nov_03_1132,toneDetectionPlatform_V1.7,2020.2.4,59.89849600629411,
,,,,,,,,,,,,,,,,,,,,,,test,50,20,0.63,3.5,0.01,0.01,0.01,100,0,100,0,8,7,start,4,lin,15.747181465266777,1,,1,Short,Simultaneous,0.8912509381337447,2020_Nov_03_1132,toneDetectionPlatform_V1.7,2020.2.4,59.89849600629411,
,,,,,,,,,,,,,,,,,,,,,,test,50,20,0.63,3.5,0.01,0.01,0.01,100,0,100,0,9,8,start,4,lin,15.294622978474834,1,,1,Short,Simultaneous,0.8912509381337447,2020_Nov_03_1132,toneDetectionPlatform_V1.7,2020.2.4,59.89849600629411,
,,,,,,,,,,,,,,,,,,,,,,test,50,20,0.63,3.5,0.01,0.01,0.01,100,0,100,0,10,9,start,4,lin,15.043783844395236,1,,1,Short,Simultaneous,0.8912509381337447,2020_Nov_03_1132,toneDetectionPlatform_V1.7,2020.2.4,59.89849600629411,
,,,,,,,,,,,,,,,,,,,,,,test,50,20,0.63,3.5,0.01,0.01,0.01,100,0,100,0,11,10,start,4,lin,14.889328753621804,0,,1,Short,Simultaneous,0.8912509381337447,2020_Nov_03_1132,toneDetectionPlatform_V1.7,2020.2.4,59.89849600629411,
,,,,,,,,,,,,,,,,,,,,,,test,50,20,0.63,3.5,0.01,0.01,0.01,100,0,100,0,12,11,start,4,lin,15.030344943334114,1,,1,Short,Simultaneous,0.8912509381337447,2020_Nov_03_1132,toneDetectionPlatform_V1.7,2020.2.4,59.89849600629411,
,,,,,,,,,,,,,,,,,,,,,,test,50,20,0.63,3.5,0.01,0.01,0.01,100,0,100,0,13,12,start,4,lin,14.972145500244793,0,,1,Short,Simultaneous,0.8912509381337447,2020_Nov_03_1132,toneDetectionPlatform_V1.7,2020.2.4,59.89849600629411,
,,,,,,,,,,,,,,,,,,,,,,test,50,20,0.63,3.5,0.01,0.01,0.01,100,0,100,0,14,13,start,4,lin,15.034962495093119,0,,1,Short,Simultaneous,0.8912509381337447,2020_Nov_03_1132,toneDetectionPlatform_V1.7,2020.2.4,59.89849600629411,
,,,,,,,,,,,,,,,,,,,,,,test,50,20,0.63,3.5,0.01,0.01,0.01,100,0,100,0,15,14,start,4,lin,15.08830642936497,1,,1,Short,Simultaneous,0.8912509381337447,2020_Nov_03_1132,toneDetectionPlatform_V1.7,2020.2.4,59.89849600629411,
,,,,,,,,,,,,,,,,,,,,,,test,50,20,0.63,3.5,0.01,0.01,0.01,100,0,100,0,16,15,start,4,lin,15.057314014545987,0,,1,Short,Simultaneous,0.8912509381337447,2020_Nov_03_1132,toneDetectionPlatform_V1.7,2020.2.4,59.89849600629411,
,,,,,,,,,,,,,,,,,,,,,,test,50,20,0.63,3.5,0.01,0.01,0.01,100,0,100,0,17,16,start,4,lin,15.096496296105705,1,,1,Short,Simultaneous,0.8912509381337447,2020_Nov_03_1132,toneDetectionPlatform_V1.7,2020.2.4,59.89849600629411,
,,,,,,,,,,,,,,,,,,,,,,test,50,20,0.63,3.5,0.01,0.01,0.01,100,0,100,0,18,17,start,4,lin,15.074390985436501,0,,1,Short,Simultaneous,0.8912509381337447,2020_Nov_03_1132,toneDetectionPlatform_V1.7,2020.2.4,59.89849600629411,
,,,,,,,,,,,,,,,,,,,,,,test,50,20,0.63,3.5,0.01,0.01,0.01,100,0,100,0,19,18,start,4,lin,15.102950682081122,1,,1,Short,Simultaneous,0.8912509381337447,2020_Nov_03_1132,toneDetectionPlatform_V1.7,2020.2.4,59.89849600629411,
,,,,,,,,,,,,,,,,,,,,,,test,50,20,0.63,3.5,0.01,0.01,0.01,100,0,100,0,20,19,start,4,lin,15.085245378137557,0,,1,Short,Simultaneous,0.8912509381337447,2020_Nov_03_1132,toneDetectionPlatform_V1.7,2020.2.4,59.89849600629411,
,,,,,,,,,,,,,,,,,,,,,,test,50,20,0.63,3.5,0.01,0.01,0.01,100,0,100,0,21,20,start,4,lin,15.109823132222722,1,,1,Short,Simultaneous,0.8912509381337447,2020_Nov_03_1132,toneDetectionPlatform_V1.7,2020.2.4,59.89849600629411,
,,,,,,,,,,,,,,,,,,,,,,test,50,20,0.63,3.5,0.01,0.01,0.01,100,0,100,0,22,21,start,4,lin,15.095575583143145,,,,,,,,,,,
