instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,welcomeText.started,welcomeText.stopped,welcome_resp.keys,welcome_resp.rt,welcome_resp.started,welcome_resp.stopped,text_10.started,text_10.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,firstITI.started,firstITI.stopped,trials.label,trials.startVal,trials.startValSd,trials.pThreshold,trials.beta,trials.delta,trials.gamma,trials.grain,trials.range,trials.minVal,trials.maxVal,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.stepType,trials.intensity,trials.response,participant,Session,Tone Length,Condition,calibration,date,expName,psychopyVersion,frameRate,
,,,,,,,,13.803909800000838,None,space,0.4567500999983167,13.803909800000838,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1103,toneDetectionPlatform_V1.7,2020.2.4,61.15527201151446,
,,,,,,,,,,,,,,14.29136680001102,None,b,0.827079099995899,14.29136680001102,None,,,,,,,,,,,,,,,,,,,,,,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1103,toneDetectionPlatform_V1.7,2020.2.4,61.15527201151446,
,,,,,,,,,,,,,,,,,,,,15.141926000011154,None,test,100,70,0.63,3.5,0.2,0.01,0.01,100,0,60,0,1,0,start,4,lin,100,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1103,toneDetectionPlatform_V1.7,2020.2.4,61.15527201151446,
,,,,,,,,,,,,,,,,,,,,,,test,100,70,0.63,3.5,0.2,0.01,0.01,100,0,60,0,2,1,start,4,lin,60,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1103,toneDetectionPlatform_V1.7,2020.2.4,61.15527201151446,
,,,,,,,,,,,,,,,,,,,,,,test,100,70,0.63,3.5,0.2,0.01,0.01,100,0,60,0,3,2,start,4,lin,54.90034715291534,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1103,toneDetectionPlatform_V1.7,2020.2.4,61.15527201151446,
,,,,,,,,,,,,,,,,,,,,,,test,100,70,0.63,3.5,0.2,0.01,0.01,100,0,60,0,4,3,start,4,lin,52.30222730533582,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1103,toneDetectionPlatform_V1.7,2020.2.4,61.15527201151446,
,,,,,,,,,,,,,,,,,,,,,,test,100,70,0.63,3.5,0.2,0.01,0.01,100,0,60,0,5,4,start,4,lin,51.098713749225105,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1103,toneDetectionPlatform_V1.7,2020.2.4,61.15527201151446,
,,,,,,,,,,,,,,,,,,,,,,test,100,70,0.63,3.5,0.2,0.01,0.01,100,0,60,0,6,5,start,4,lin,50.548478768451204,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1103,toneDetectionPlatform_V1.7,2020.2.4,61.15527201151446,
,,,,,,,,,,,,,,,,,,,,,,test,100,70,0.63,3.5,0.2,0.01,0.01,100,0,60,0,7,6,start,4,lin,50.29683271923491,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1103,toneDetectionPlatform_V1.7,2020.2.4,61.15527201151446,
,,,,,,,,,,,,,,,,,,,,,,test,100,70,0.63,3.5,0.2,0.01,0.01,100,0,60,0,8,7,start,4,lin,50.1773029872751,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1103,toneDetectionPlatform_V1.7,2020.2.4,61.15527201151446,
,,,,,,,,,,,,,,,,,,,,,,test,100,70,0.63,3.5,0.2,0.01,0.01,100,0,60,0,9,8,start,4,lin,50.11430749747629,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1103,toneDetectionPlatform_V1.7,2020.2.4,61.15527201151446,
,,,,,,,,,,,,,,,,,,,,,,test,100,70,0.63,3.5,0.2,0.01,0.01,100,0,60,0,10,9,start,4,lin,50.077421124810115,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1103,toneDetectionPlatform_V1.7,2020.2.4,61.15527201151446,
,,,,,,,,,,,,,,,,,,,,,,test,100,70,0.63,3.5,0.2,0.01,0.01,100,0,60,0,11,10,start,4,lin,50.0559454579726,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1103,toneDetectionPlatform_V1.7,2020.2.4,61.15527201151446,
,,,,,,,,,,,,,,,,,,,,,,test,100,70,0.63,3.5,0.2,0.01,0.01,100,0,60,0,12,11,start,4,lin,50.04213761314888,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1103,toneDetectionPlatform_V1.7,2020.2.4,61.15527201151446,
,,,,,,,,,,,,,,,,,,,,,,test,100,70,0.63,3.5,0.2,0.01,0.01,100,0,60,0,13,12,start,4,lin,50.03240413722722,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1103,toneDetectionPlatform_V1.7,2020.2.4,61.15527201151446,
,,,,,,,,,,,,,,,,,,,,,,test,100,70,0.63,3.5,0.2,0.01,0.01,100,0,60,0,14,13,start,4,lin,50.025510038933305,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1103,toneDetectionPlatform_V1.7,2020.2.4,61.15527201151446,
,,,,,,,,,,,,,,,,,,,,,,test,100,70,0.63,3.5,0.2,0.01,0.01,100,0,60,0,15,14,start,4,lin,50.02042242038647,,,,,,,,,,,
