instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,welcomeText.started,welcomeText.stopped,welcome_resp.keys,welcome_resp.rt,welcome_resp.started,welcome_resp.stopped,text_6.started,text_6.stopped,Participant,Session,Tone Length,Condition,Calibration,Practice,Instructions,date,expName,psychopyVersion,frameRate,
,,,,,,,,13.858353200004785,None,space,1.0697733999986667,13.858353200004785,None,,,,1,Short,Quiet,0.8912509381337447,Yes,No,2020_Nov_03_1158,toneDetectionPlatform_V1.7,2020.2.4,60.002436098245944,
,,,,,,,,,,,,,,14.94300139999541,None,,,,,,,,,,,,
