Long_Tone1.started,Long_Tone1.stopped,Delay.started,Delay.stopped,ISI.started,ISI.stopped,Long_Tone2.started,Long_Tone2.stopped,Bandpass_Noise.started,Bandpass_Noise.stopped,participant,session,date,expName,psychopyVersion,frameRate,
14.516457256977446,14.733451429987326,14.016247217077762,14.516457256977446,14.716110063018277,15.50504862901289,15.521639163023792,15.70558767404873,14.466382913989946,14.783341365982778,,,,,,,
