trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,interval,probe1,probe2,startProbe1,startProbe2,Welcome_Text.started,Welcome_Text.stopped,Welcome_Response.keys,Welcome_Response.rt,Welcome_Response.started,Welcome_Response.stopped,Instructions_Text.started,Instructions_Text.stopped,Instructions_Response.keys,Instructions_Response.rt,Instructions_Response.started,Instructions_Response.stopped,Long_Tone1.started,Long_Tone1.stopped,Delay.started,Delay.stopped,ISI.started,ISI.stopped,Long_Tone2.started,Long_Tone2.stopped,Bandpass_Noise1.started,Bandpass_Noise1.stopped,Bandpass_Noise2.started,Bandpass_Noise2.stopped,Interval1.started,Interval1.stopped,Interval2.started,Interval2.stopped,Question_Text.started,Question_Text.stopped,Question_Response.keys,Question_Response.rt,Question_Response.started,Question_Response.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,11.86086476499986,None,space,1.125349603998984,11.86086476499986,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Apr_14_1101,BETA_003,3.1.2,60.337551918060754,
,,,,,,,,,,,,,,,13.360754834000545,None,space,0.300560083000164,13.360754834000545,None,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Apr_14_1101,BETA_003,3.1.2,60.337551918060754,
,,,,,,,,,,,,,,,,,,,,,13.697428475999914,13.89767299900086,13.697428475999914,14.680728234001435,14.997519045000445,15.780647445000795,15.847321531000489,16.04735132499991,14.697418863001076,14.997519045000445,15.797400113000549,16.113996340000085,14.697418863001076,14.980699584000831,15.797400113000549,16.08060531600131,16.41414349900151,None,2,2.062093029000607,16.41414349900151,None,,,,,,,
