instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,welcomeText.started,welcomeText.stopped,welcome_resp.keys,welcome_resp.rt,welcome_resp.started,welcome_resp.stopped,text_10.started,text_10.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,firstITI.started,firstITI.stopped,trials.label,trials.startVal,trials.startValSd,trials.pThreshold,trials.beta,trials.delta,trials.gamma,trials.grain,trials.range,trials.minVal,trials.maxVal,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.stepType,trials.intensity,trials.response,participant,Session,Tone Length,Condition,calibration,date,expName,psychopyVersion,frameRate,
,,,,,,,,22.458690300001763,None,space,0.4236853000038536,22.458690300001763,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1142,toneDetectionPlatform_V1.7,2020.2.4,59.824892539889426,
,,,,,,,,,,,,,,22.899259199999506,None,b,1.0366505999991205,22.899259199999506,None,,,,,,,,,,,,,,,,,,,,,,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1142,toneDetectionPlatform_V1.7,2020.2.4,59.824892539889426,
,,,,,,,,,,,,,,,,,,,,23.96701100000064,None,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,1,0,start,4,lin,80,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1142,toneDetectionPlatform_V1.7,2020.2.4,59.824892539889426,
,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,2,1,start,4,lin,61.555998968509456,0,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1142,toneDetectionPlatform_V1.7,2020.2.4,59.824892539889426,
,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,3,2,start,4,lin,71.31151190714667,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1142,toneDetectionPlatform_V1.7,2020.2.4,59.824892539889426,
,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,4,3,start,4,lin,66.60949098425348,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1142,toneDetectionPlatform_V1.7,2020.2.4,59.824892539889426,
,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,5,4,start,4,lin,64.12586547058535,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1142,toneDetectionPlatform_V1.7,2020.2.4,59.824892539889426,
,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,6,5,start,4,lin,62.8356273590378,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1142,toneDetectionPlatform_V1.7,2020.2.4,59.824892539889426,
,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,7,6,start,4,lin,62.171809362624344,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1142,toneDetectionPlatform_V1.7,2020.2.4,59.824892539889426,
,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,8,7,start,4,lin,61.816602857022914,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1142,toneDetectionPlatform_V1.7,2020.2.4,59.824892539889426,
,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,9,8,start,4,lin,61.5645283246443,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1142,toneDetectionPlatform_V1.7,2020.2.4,59.824892539889426,
