instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,welcomeText.started,welcomeText.stopped,welcome_resp.keys,welcome_resp.rt,welcome_resp.started,welcome_resp.stopped,text_7.started,text_7.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,text_10.started,text_10.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,firstITI.started,firstITI.stopped,trials.label,trials.startVal,trials.startValSd,trials.pThreshold,trials.beta,trials.delta,trials.gamma,trials.grain,trials.range,trials.minVal,trials.maxVal,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.stepType,trials.intensity,trials.response,participant,Session,Tone Length,Condition,calibration,date,expName,psychopyVersion,frameRate,
,,,,,,,,9.259593900000255,None,space,0.9743505000005825,9.259593900000255,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Short,Quiet,0.8912509381337447,2020_Nov_02_1433,toneDetectionPlatform_V1.6,2020.2.4,59.90649793783517,
,,,,,,,,,,,,,,10.292586800000208,None,c,1.261892500000613,10.292586800000208,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Short,Quiet,0.8912509381337447,2020_Nov_02_1433,toneDetectionPlatform_V1.6,2020.2.4,59.90649793783517,
,,,,,,,,,,,,,,,,,,,,11.576892799999769,None,b,0.8828198999999586,11.576892799999769,None,,,,,,,,,,,,,,,,,,,,,,,1,Short,Quiet,0.8912509381337447,2020_Nov_02_1433,toneDetectionPlatform_V1.6,2020.2.4,59.90649793783517,
,,,,,,,,,,,,,,,,,,,,,,,,,,12.477973699998984,None,test,30,30,0.63,3.5,0.01,0.5,0.01,60,0,60,0,1,0,start,4,lin,30,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_02_1433,toneDetectionPlatform_V1.6,2020.2.4,59.90649793783517,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,30,30,0.63,3.5,0.01,0.5,0.01,60,0,60,0,2,1,start,4,lin,27.04578173215633,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_02_1433,toneDetectionPlatform_V1.6,2020.2.4,59.90649793783517,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,30,30,0.63,3.5,0.01,0.5,0.01,60,0,60,0,3,2,start,4,lin,22.30678496804174,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_02_1433,toneDetectionPlatform_V1.6,2020.2.4,59.90649793783517,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,30,30,0.63,3.5,0.01,0.5,0.01,60,0,60,0,4,3,start,4,lin,18.398712431659888,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_02_1433,toneDetectionPlatform_V1.6,2020.2.4,59.90649793783517,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,30,30,0.63,3.5,0.01,0.5,0.01,60,0,60,0,5,4,start,4,lin,15.144618904282039,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_02_1433,toneDetectionPlatform_V1.6,2020.2.4,59.90649793783517,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,30,30,0.63,3.5,0.01,0.5,0.01,60,0,60,0,6,5,start,4,lin,12.424782069594244,0,,1,Short,Quiet,0.8912509381337447,2020_Nov_02_1433,toneDetectionPlatform_V1.6,2020.2.4,59.90649793783517,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,30,30,0.63,3.5,0.01,0.5,0.01,60,0,60,0,7,6,start,4,lin,18.08331469523966,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_02_1433,toneDetectionPlatform_V1.6,2020.2.4,59.90649793783517,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,30,30,0.63,3.5,0.01,0.5,0.01,60,0,60,0,8,7,start,4,lin,16.362396949772744,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_02_1433,toneDetectionPlatform_V1.6,2020.2.4,59.90649793783517,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,30,30,0.63,3.5,0.01,0.5,0.01,60,0,60,0,9,8,start,4,lin,15.03447290956431,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_02_1433,toneDetectionPlatform_V1.6,2020.2.4,59.90649793783517,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,30,30,0.63,3.5,0.01,0.5,0.01,60,0,60,0,10,9,start,4,lin,14.430336457381706,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_02_1433,toneDetectionPlatform_V1.6,2020.2.4,59.90649793783517,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,30,30,0.63,3.5,0.01,0.5,0.01,60,0,60,0,11,10,start,4,lin,13.964773717206512,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_02_1433,toneDetectionPlatform_V1.6,2020.2.4,59.90649793783517,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,30,30,0.63,3.5,0.01,0.5,0.01,60,0,60,0,12,11,start,4,lin,13.59013545127588,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_02_1433,toneDetectionPlatform_V1.6,2020.2.4,59.90649793783517,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,30,30,0.63,3.5,0.01,0.5,0.01,60,0,60,0,13,12,start,4,lin,13.291681168705157,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_02_1433,toneDetectionPlatform_V1.6,2020.2.4,59.90649793783517,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,30,30,0.63,3.5,0.01,0.5,0.01,60,0,60,0,14,13,start,4,lin,13.054114287451895,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_02_1433,toneDetectionPlatform_V1.6,2020.2.4,59.90649793783517,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,30,30,0.63,3.5,0.01,0.5,0.01,60,0,60,0,15,14,start,4,lin,12.86609582756287,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_02_1433,toneDetectionPlatform_V1.6,2020.2.4,59.90649793783517,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,30,30,0.63,3.5,0.01,0.5,0.01,60,0,60,0,16,15,start,4,lin,12.71776369546047,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_02_1433,toneDetectionPlatform_V1.6,2020.2.4,59.90649793783517,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,30,30,0.63,3.5,0.01,0.5,0.01,60,0,60,0,17,16,start,4,lin,12.599064585934823,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_02_1433,toneDetectionPlatform_V1.6,2020.2.4,59.90649793783517,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,30,30,0.63,3.5,0.01,0.5,0.01,60,0,60,0,18,17,start,4,lin,12.500410709526943,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_02_1433,toneDetectionPlatform_V1.6,2020.2.4,59.90649793783517,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,30,30,0.63,3.5,0.01,0.5,0.01,60,0,60,0,19,18,start,4,lin,12.412553153925785,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_02_1433,toneDetectionPlatform_V1.6,2020.2.4,59.90649793783517,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,30,30,0.63,3.5,0.01,0.5,0.01,60,0,60,0,20,19,start,4,lin,12.32350448520316,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_02_1433,toneDetectionPlatform_V1.6,2020.2.4,59.90649793783517,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,30,30,0.63,3.5,0.01,0.5,0.01,60,0,60,0,21,20,start,4,lin,12.194905438695798,0,,1,Short,Quiet,0.8912509381337447,2020_Nov_02_1433,toneDetectionPlatform_V1.6,2020.2.4,59.90649793783517,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,30,30,0.63,3.5,0.01,0.5,0.01,60,0,60,0,22,21,start,4,lin,12.45255991744731,0,,1,Short,Quiet,0.8912509381337447,2020_Nov_02_1433,toneDetectionPlatform_V1.6,2020.2.4,59.90649793783517,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,30,30,0.63,3.5,0.01,0.5,0.01,60,0,60,0,23,22,start,4,lin,12.565530519865604,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_02_1433,toneDetectionPlatform_V1.6,2020.2.4,59.90649793783517,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,30,30,0.63,3.5,0.01,0.5,0.01,60,0,60,0,24,23,start,4,lin,12.503762484833977,1,,,,,,,,,,
