interval,probe1,probe2,startProbe1,startProbe2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Welcome_Text.started,Welcome_Text.stopped,Welcome_Response.keys,Welcome_Response.rt,Welcome_Response.started,Welcome_Response.stopped,Instructions_Text.started,Instructions_Text.stopped,Instructions_Response.keys,Instructions_Response.rt,Instructions_Response.started,Instructions_Response.stopped,Long_Tone1.started,Long_Tone1.stopped,Delay.started,Delay.stopped,ISI.started,ISI.stopped,Long_Tone2.started,Long_Tone2.stopped,Bandpass_Noise1.started,Bandpass_Noise1.stopped,Bandpass_Noise2.started,Bandpass_Noise2.stopped,Interval1.started,Interval1.stopped,Interval2.started,Interval2.stopped,Question_Text.started,Question_Text.stopped,Question_Response.keys,Question_Response.rt,Question_Response.started,Question_Response.stopped,Feedback_text.started,Feedback_text.stopped,Next_Text.started,Next_Text.stopped,Next_Response.keys,Next_Response.rt,Next_Response.started,Next_Response.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,10.68608646699795,None,space,0.35457872800179757,10.68608646699795,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Apr_14_1412,BETA_003,3.1.2,60.01276675621658,
,,,,,,,,,,,,,,,11.407779573997686,None,space,0.4427742199986824,11.407779573997686,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Apr_14_1412,BETA_003,3.1.2,60.01276675621658,
1,1,0,0.2,0.0,0,0,0,0,,,,,,,,,,,,,12.940531821997865,13.140845170997636,11.890368290998595,12.873906490000081,13.190696961999492,13.990577147000295,14.040494574997865,14.057033992998186,12.890399776999402,13.190696961999492,13.990577147000295,14.290580654000223,12.890399776999402,13.173889355999563,13.990577147000295,14.290580654000223,14.707077232997108,None,2,0.7209202490012103,14.707077232997108,None,15.47364329300035,None,16.907753528998,None,space,0.35396583900001133,16.907753528998,None,,001,2020_Apr_14_1412,BETA_003,3.1.2,60.01276675621658,
,,,,,,,,,,,,,,,,,,,,,18.356962855999882,18.557219053000154,17.290532782997616,18.290193483997427,18.607129397998506,19.390343674000178,19.456974340999295,19.47349145199769,18.307076294997387,18.607129397998506,19.40706202599904,19.70681683499788,18.307076294997387,18.590310101997602,19.40706202599904,19.69038183399971,,,,,,,,,,,,,,,,,,,,,
