instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,welcomeText.started,welcomeText.stopped,welcome_resp.keys,welcome_resp.rt,welcome_resp.started,welcome_resp.stopped,text_10.started,text_10.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,firstITI.started,firstITI.stopped,trials.label,trials.startVal,trials.startValSd,trials.pThreshold,trials.beta,trials.delta,trials.gamma,trials.grain,trials.range,trials.minVal,trials.maxVal,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.stepType,trials.intensity,trials.response,participant,Session,Tone Length,Condition,calibration,date,expName,psychopyVersion,frameRate,
,,,,,,,,30.662961400001223,None,space,0.8094180000007327,30.662961400001223,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Short,Simultaneous,0.8912509381337447,2020_Nov_02_1649,toneDetectionPlatform_V1.6,2020.2.4,59.934755025134365,
,,,,,,,,,,,,,,31.500300499999867,None,b,0.9567514999980631,31.500300499999867,None,,,,,,,,,,,,,,,,,,,,,,,1,Short,Simultaneous,0.8912509381337447,2020_Nov_02_1649,toneDetectionPlatform_V1.6,2020.2.4,59.934755025134365,
,,,,,,,,,,,,,,,,,,,,32.48426820000168,None,test,30,50,0.63,3.5,0.01,0.5,0.01,60,0,60,0,1,0,start,4,lin,30,1,,1,Short,Simultaneous,0.8912509381337447,2020_Nov_02_1649,toneDetectionPlatform_V1.6,2020.2.4,59.934755025134365,
,,,,,,,,,,,,,,,,,,,,,,test,30,50,0.63,3.5,0.01,0.5,0.01,60,0,60,0,2,1,start,4,lin,26.749378204770803,1,,1,Short,Simultaneous,0.8912509381337447,2020_Nov_02_1649,toneDetectionPlatform_V1.6,2020.2.4,59.934755025134365,
,,,,,,,,,,,,,,,,,,,,,,test,30,50,0.63,3.5,0.01,0.5,0.01,60,0,60,0,3,2,start,4,lin,21.575686859695864,0,,1,Short,Simultaneous,0.8912509381337447,2020_Nov_02_1649,toneDetectionPlatform_V1.6,2020.2.4,59.934755025134365,
,,,,,,,,,,,,,,,,,,,,,,test,30,50,0.63,3.5,0.01,0.5,0.01,60,0,60,0,4,3,start,4,lin,35.354049902085684,0,,1,Short,Simultaneous,0.8912509381337447,2020_Nov_02_1649,toneDetectionPlatform_V1.6,2020.2.4,59.934755025134365,
,,,,,,,,,,,,,,,,,,,,,,test,30,50,0.63,3.5,0.01,0.5,0.01,60,0,60,0,5,4,start,4,lin,49.16875853469701,1,,1,Short,Simultaneous,0.8912509381337447,2020_Nov_02_1649,toneDetectionPlatform_V1.6,2020.2.4,59.934755025134365,
,,,,,,,,,,,,,,,,,,,,,,test,30,50,0.63,3.5,0.01,0.5,0.01,60,0,60,0,6,5,start,4,lin,46.15222426824681,1,,1,Short,Simultaneous,0.8912509381337447,2020_Nov_02_1649,toneDetectionPlatform_V1.6,2020.2.4,59.934755025134365,
,,,,,,,,,,,,,,,,,,,,,,test,30,50,0.63,3.5,0.01,0.5,0.01,60,0,60,0,7,6,start,4,lin,43.79167636396799,0,,1,Short,Simultaneous,0.8912509381337447,2020_Nov_02_1649,toneDetectionPlatform_V1.6,2020.2.4,59.934755025134365,
,,,,,,,,,,,,,,,,,,,,,,test,30,50,0.63,3.5,0.01,0.5,0.01,60,0,60,0,8,7,start,4,lin,48.85818075081692,1,,1,Short,Simultaneous,0.8912509381337447,2020_Nov_02_1649,toneDetectionPlatform_V1.6,2020.2.4,59.934755025134365,
,,,,,,,,,,,,,,,,,,,,,,test,30,50,0.63,3.5,0.01,0.5,0.01,60,0,60,0,9,8,start,4,lin,47.2460722376281,1,,1,Short,Simultaneous,0.8912509381337447,2020_Nov_02_1649,toneDetectionPlatform_V1.6,2020.2.4,59.934755025134365,
,,,,,,,,,,,,,,,,,,,,,,test,30,50,0.63,3.5,0.01,0.5,0.01,60,0,60,0,10,9,start,4,lin,46.04767758395357,0,,1,Short,Simultaneous,0.8912509381337447,2020_Nov_02_1649,toneDetectionPlatform_V1.6,2020.2.4,59.934755025134365,
,,,,,,,,,,,,,,,,,,,,,,test,30,50,0.63,3.5,0.01,0.5,0.01,60,0,60,0,11,10,start,4,lin,48.59637337446867,0,,1,Short,Simultaneous,0.8912509381337447,2020_Nov_02_1649,toneDetectionPlatform_V1.6,2020.2.4,59.934755025134365,
