trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,interval,probe1,probe2,Welcome_Text.started,Welcome_Text.stopped,Welcome_Response.keys,Welcome_Response.rt,Welcome_Response.started,Welcome_Response.stopped,Instructions_Text.started,Instructions_Text.stopped,Instructions_Response.keys,Instructions_Response.rt,Instructions_Response.started,Instructions_Response.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,15.182874112000718,None,space,0.4842176349993679,15.182874112000718,None,,,,,,,,001,2020_Apr_14_1038,BETA_003,3.1.2,59.95973499917783,
,,,,,,,,,,,,,16.04999674499959,None,space,0.49462479499925394,16.04999674499959,None,,001,2020_Apr_14_1038,BETA_003,3.1.2,59.95973499917783,
