instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,welcomeText.started,welcomeText.stopped,welcome_resp.keys,welcome_resp.rt,welcome_resp.started,welcome_resp.stopped,text_10.started,text_10.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,firstITI.started,firstITI.stopped,trials.label,trials.startVal,trials.startValSd,trials.pThreshold,trials.beta,trials.delta,trials.gamma,trials.grain,trials.range,trials.minVal,trials.maxVal,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.stepType,trials.intensity,trials.response,participant,Session,Tone Length,Condition,calibration,date,expName,psychopyVersion,frameRate,
,,,,,,,,200.03065689999494,None,space,1.167079199993168,200.03065689999494,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1058,toneDetectionPlatform_V1.7,2020.2.4,60.04844708550897,
,,,,,,,,,,,,,,201.21904899999208,None,b,0.826606599992374,201.21904899999208,None,,,,,,,,,,,,,,,,,,,,,,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1058,toneDetectionPlatform_V1.7,2020.2.4,60.04844708550897,
,,,,,,,,,,,,,,,,,,,,202.06996799999615,None,test,100,70,0.63,3.5,0.01,0.01,0.01,100,0,60,0,1,0,start,4,lin,100,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1058,toneDetectionPlatform_V1.7,2020.2.4,60.04844708550897,
,,,,,,,,,,,,,,,,,,,,,,test,100,70,0.63,3.5,0.01,0.01,0.01,100,0,60,0,2,1,start,4,lin,60,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1058,toneDetectionPlatform_V1.7,2020.2.4,60.04844708550897,
,,,,,,,,,,,,,,,,,,,,,,test,100,70,0.63,3.5,0.01,0.01,0.01,100,0,60,0,3,2,start,4,lin,55.383304060814034,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1058,toneDetectionPlatform_V1.7,2020.2.4,60.04844708550897,
,,,,,,,,,,,,,,,,,,,,,,test,100,70,0.63,3.5,0.01,0.01,0.01,100,0,60,0,4,3,start,4,lin,52.78159616272837,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1058,toneDetectionPlatform_V1.7,2020.2.4,60.04844708550897,
,,,,,,,,,,,,,,,,,,,,,,test,100,70,0.63,3.5,0.01,0.01,0.01,100,0,60,0,5,4,start,4,lin,51.44251438679847,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1058,toneDetectionPlatform_V1.7,2020.2.4,60.04844708550897,
,,,,,,,,,,,,,,,,,,,,,,test,100,70,0.63,3.5,0.01,0.01,0.01,100,0,60,0,6,5,start,4,lin,50.758450493214205,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1058,toneDetectionPlatform_V1.7,2020.2.4,60.04844708550897,
,,,,,,,,,,,,,,,,,,,,,,test,100,70,0.63,3.5,0.01,0.01,0.01,100,0,60,0,7,6,start,4,lin,50.41267342532381,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1058,toneDetectionPlatform_V1.7,2020.2.4,60.04844708550897,
,,,,,,,,,,,,,,,,,,,,,,test,100,70,0.63,3.5,0.01,0.01,0.01,100,0,60,0,8,7,start,4,lin,50.23251387632877,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1058,toneDetectionPlatform_V1.7,2020.2.4,60.04844708550897,
,,,,,,,,,,,,,,,,,,,,,,test,100,70,0.63,3.5,0.01,0.01,0.01,100,0,60,0,9,8,start,4,lin,50.137353581312034,1,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1058,toneDetectionPlatform_V1.7,2020.2.4,60.04844708550897,
,,,,,,,,,,,,,,,,,,,,,,test,100,70,0.63,3.5,0.01,0.01,0.01,100,0,60,0,10,9,start,4,lin,50.08698532449049,1,,,,,,,,,,
