trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,interval,probe1,probe2,Welcome_Text.started,Welcome_Text.stopped,Welcome_Response.keys,Welcome_Response.rt,Welcome_Response.started,Welcome_Response.stopped,Instructions_Text.started,Instructions_Text.stopped,Instructions_Response.keys,Instructions_Response.rt,Instructions_Response.started,Instructions_Response.stopped,Long_Tone1.started,Long_Tone1.stopped,Delay.started,Delay.stopped,ISI.started,ISI.stopped,Long_Tone2.started,Long_Tone2.stopped,Bandpass_Noise1.started,Bandpass_Noise1.stopped,Bandpass_Noise2.started,Bandpass_Noise2.stopped,Interval1.started,Interval1.stopped,Interval2.started,Interval2.stopped,Question_Text.started,Question_Text.stopped,Question_Response.keys,Question_Response.rt,Question_Response.started,Question_Response.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,13.709005324868485,None,space,0.9214774670545012,13.709005324868485,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Apr_13_1614,BETA_002,3.1.2,59.87009712566326,
,,,,,,,,,,,,,15.00864817504771,None,space,0.49943697289563715,15.00864817504771,None,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Apr_13_1614,BETA_002,3.1.2,59.87009712566326,
,,,,,,,,,,,,,,,,,,,16.608445420861244,16.808519071899354,15.541891131084412,16.54172140895389,16.85842118691653,17.64168198592961,17.708423049887642,17.90846747206524,16.55845124903135,16.875034840079024,17.658553906017914,None,16.55845124903135,16.841849580872804,17.658553906017914,None,18.22538882587105,None,1,0.5113621370401233,18.22538882587105,None,,,,,,,
