condition,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,welcomeText.started,welcomeText.stopped,welcome_resp.keys,welcome_resp.rt,welcome_resp.started,welcome_resp.stopped,instructionsLightBulb1.started,instructionsLightBulb1.stopped,instructionsLightBulb2.started,instructionsLightBulb2.stopped,instructionsText.started,instructionsText.stopped,pressSpace.started,pressSpace.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,instructionsLightBulb1_2.started,instructionsLightBulb1_2.stopped,instructionsLightBulb2_2.started,instructionsLightBulb2_2.stopped,instructionsText_2.started,instructionsText_2.stopped,pressSpace_2.started,pressSpace_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,instructionsLightBulb1_3.started,instructionsLightBulb1_3.stopped,instructionsLightBulb2_3.started,instructionsLightBulb2_3.stopped,text_3.started,text_3.stopped,pressSpace_3.started,pressSpace_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,instructionsLightBulb1_4.started,instructionsLightBulb1_4.stopped,instructionsLightBulb2_4.started,instructionsLightBulb2_4.stopped,instructionsLightBulb1_5.started,instructionsLightBulb1_5.stopped,instructionsLightBulb2_5.started,instructionsLightBulb2_5.stopped,instructionsLightBulb2_6.started,instructionsLightBulb2_6.stopped,text_4.started,text_4.stopped,pressSpace_4.started,pressSpace_4.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_2.started,text_2.stopped,text_5.started,text_5.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,lightBulbOFF.started,lightBulbOFF.stopped,lightBulbON.started,lightBulbON.stopped,sound_1.started,sound_1.stopped,instructions_8_firstLine.started,instructions_8_firstLine.stopped,text_8.started,text_8.stopped,text_9.started,text_9.stopped,instructions_8_pressP.started,instructions_8_pressP.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,text_6.started,text_6.stopped,firstVisualStimulus_2.started,firstVisualStimulus_2.stopped,firstChoiceProbeTone_2.started,firstChoiceProbeTone_2.stopped,firstChoiceLeftStimulus_2.started,firstChoiceLeftStimulus_2.stopped,firstChoiceRightStimulus_2.started,firstChoiceRightStimulus_2.stopped,ISIVisualStimulus_3.started,ISIVisualStimulus_3.stopped,rightStimulus_3.started,rightStimulus_3.stopped,leftStimulus_3.started,leftStimulus_3.stopped,secondVisualStimulus_2.started,secondVisualStimulus_2.stopped,secondChoiceTone_2.started,secondChoiceTone_2.stopped,secondChoiceLeftStimulus_2.started,secondChoiceLeftStimulus_2.stopped,secondChoiceRightStimulus_2.started,secondChoiceRightStimulus_2.stopped,decisionTextProbe_2.started,decisionTextProbe_2.stopped,decisionKey_2.keys,decisionKey_2.corr,decisionKey_2.rt,decisionKey_2.started,decisionKey_2.stopped,feedbackText_2.started,feedbackText_2.stopped,participant,Session,Tone Length,Condition,level,date,expName,psychopyVersion,frameRate,
,,,,,14.75203750000037,None,space,0.7851109000002907,14.75203750000037,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Short,Quiet,0.8912509381337447,2020_Nov_02_1310,toneDetectionPlatform_V1.6,2020.2.4,59.94301816689587,
,,,,,,,,,,,15.650416499999665,None,15.650416499999665,None,15.650416499999665,None,15.650416499999665,None,space,0.6947258999998667,15.650416499999665,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Short,Quiet,0.8912509381337447,2020_Nov_02_1310,toneDetectionPlatform_V1.6,2020.2.4,59.94301816689587,
,,,,,,,,,,,,,,,,,,,,,,,16.4131411999997,None,16.4131411999997,None,16.4131411999997,None,16.4131411999997,None,space,0.6095671000002767,16.4131411999997,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Short,Quiet,0.8912509381337447,2020_Nov_02_1310,toneDetectionPlatform_V1.6,2020.2.4,59.94301816689587,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.100299200000336,None,17.100299200000336,None,17.100299200000336,None,17.100299200000336,None,space,0.368902999999591,17.100299200000336,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Short,Quiet,0.8912509381337447,2020_Nov_02_1310,toneDetectionPlatform_V1.6,2020.2.4,59.94301816689587,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.55075670000042,None,17.55075670000042,None,18.58098719999998,None,18.58098719999998,21.58644110000023,21.48632809999981,None,18.58098719999998,None,22.48726280000028,None,space,0.34476059999997233,22.48726280000028,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Short,Quiet,0.8912509381337447,2020_Nov_02_1310,toneDetectionPlatform_V1.6,2020.2.4,59.94301816689587,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.85428789999969,None,24.83957350000037,None,space,7.206649699999616,24.83957350000037,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Short,Quiet,0.8912509381337447,2020_Nov_02_1310,toneDetectionPlatform_V1.6,2020.2.4,59.94301816689587,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.063465299999734,34.08159599999999,34.06183820000024,None,34.04878724999971,None,35.067615199999636,None,37.05198139999993,None,39.03720890000022,None,41.03916860000027,None,p,1.6245012999997925,41.03916860000027,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Short,Quiet,0.8912509381337447,2020_Nov_02_1310,toneDetectionPlatform_V1.6,2020.2.4,59.94301816689587,
1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.73459699999967,None,45.770756199999596,None,45.71051034999973,None,45.770756199999596,None,45.770756199999596,None,46.152668800000356,None,46.152668800000356,None,46.152668800000356,None,49.17014440000003,None,49.113901650000024,49.17014440000003,49.17014440000003,None,49.17014440000003,None,49.497543000000405,None,1,1,3.585009400000672,49.497543000000405,None,53.101251400000365,None,,1,Short,Quiet,0.8912509381337447,2020_Nov_02_1310,toneDetectionPlatform_V1.6,2020.2.4,59.94301816689587,
2,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.102504899999985,None,57.10525599999983,None,57.105513450000124,57.10525599999983,57.10525599999983,None,57.10525599999983,None,57.43902249999974,None,57.43902249999974,None,57.43902249999974,None,60.44196079999983,None,60.44183454999975,None,60.44196079999983,None,60.44196079999983,None,60.77544180000041,None,2,1,4.61905999999999,60.77544180000041,None,65.41351850000046,None,,1,Short,Quiet,0.8912509381337447,2020_Nov_02_1310,toneDetectionPlatform_V1.6,2020.2.4,59.94301816689587,
1,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.41459850000047,None,69.41754969999965,None,69.41826145000041,None,69.41754969999965,None,69.41754969999965,None,69.75115389999974,None,69.75115389999974,None,69.75115389999974,None,72.75432019999971,None,72.75422115000029,72.75432019999971,72.75432019999971,None,72.75432019999971,None,73.0879103999996,None,2,0,1.7202216999994562,73.0879103999996,None,74.83950949999962,None,,1,Short,Quiet,0.8912509381337447,2020_Nov_02_1310,toneDetectionPlatform_V1.6,2020.2.4,59.94301816689587,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.84061329999986,None,78.84362409999994,None,78.84359785000007,78.84362409999994,78.84362409999994,None,78.84362409999994,None,79.17716939999991,None,79.17716939999991,None,79.17716939999991,None,82.18033560000003,None,82.18173114999982,None,82.18033560000003,None,82.18033560000003,None,,,,,,,,,,,,,,,,,,,
