instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,welcomeText.started,welcomeText.stopped,welcome_resp.keys,welcome_resp.rt,welcome_resp.started,welcome_resp.stopped,instructionsLightBulb1.started,instructionsLightBulb1.stopped,instructionsLightBulb2.started,instructionsLightBulb2.stopped,instructionsText.started,instructionsText.stopped,pressSpace.started,pressSpace.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,instructionsLightBulb1_2.started,instructionsLightBulb1_2.stopped,instructionsLightBulb2_2.started,instructionsLightBulb2_2.stopped,instructionsText_2.started,instructionsText_2.stopped,pressSpace_2.started,pressSpace_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,instructionsLightBulb1_3.started,instructionsLightBulb1_3.stopped,instructionsLightBulb2_3.started,instructionsLightBulb2_3.stopped,text_3.started,text_3.stopped,pressSpace_3.started,pressSpace_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,instructionsLightBulb1_4.started,instructionsLightBulb1_4.stopped,instructionsLightBulb2_4.started,instructionsLightBulb2_4.stopped,instructionsLightBulb1_5.started,instructionsLightBulb1_5.stopped,instructionsLightBulb2_5.started,instructionsLightBulb2_5.stopped,instructionsLightBulb2_6.started,instructionsLightBulb2_6.stopped,text_4.started,text_4.stopped,pressSpace_4.started,pressSpace_4.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_2.started,text_2.stopped,text_5.started,text_5.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,lightBulbOFF.started,lightBulbOFF.stopped,lightBulbON.started,lightBulbON.stopped,sound_1.started,sound_1.stopped,instructions_8_firstLine.started,instructions_8_firstLine.stopped,text_8.started,text_8.stopped,text_9.started,text_9.stopped,instructions_8_pressP.started,instructions_8_pressP.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,text_6.started,text_6.stopped,Participant,Session,Tone Length,Condition,Calibration,Practice,Instructions,date,expName,psychopyVersion,frameRate,
,,,,,,,,15.242373300003237,None,space,0.9614585999952396,15.242373300003237,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Short,Quiet,0.8912509381337447,No,Yes,2020_Nov_03_1221,toneDetectionPlatform_V1.7,2020.2.4,60.00139203416346,
0,0,0,0,,,,,,,,,,,16.29527099999541,None,16.29527099999541,None,16.29527099999541,None,16.29527099999541,None,space,0.47413879999658093,16.29527099999541,None,16.825021900003776,None,16.825021900003776,None,16.825021900003776,None,16.825021900003776,None,space,0.35328819999995176,16.825021900003776,None,17.20227259999956,None,17.20227259999956,None,17.20227259999956,None,17.20227259999956,None,space,0.1195888000074774,17.20227259999956,None,17.390368699998362,None,17.390368699998362,None,18.40445980000368,None,18.40445980000368,21.405936299997848,21.35046169999987,None,18.40445980000368,None,22.34026040000026,None,space,3.735213699997985,22.34026040000026,None,26.09378910000669,None,28.07930359999591,None,space,0.668088299993542,28.07930359999591,None,28.763001300001633,30.76522919999843,30.748447300007683,None,30.748617869996814,None,31.749452600008226,None,33.73524979999638,None,35.73717089999991,None,37.73894300000393,None,p,2.0696316999965347,37.73894300000393,None,,,,1,Short,Quiet,0.8912509381337447,No,Yes,2020_Nov_03_1221,toneDetectionPlatform_V1.7,2020.2.4,60.00139203416346,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.82429740000225,None,,,,,,,,,,,,
