instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,welcomeText.started,welcomeText.stopped,welcome_resp.keys,welcome_resp.rt,welcome_resp.started,welcome_resp.stopped,instructionsLightBulb1.started,instructionsLightBulb1.stopped,instructionsLightBulb2.started,instructionsLightBulb2.stopped,instructionsText.started,instructionsText.stopped,pressSpace.started,pressSpace.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Participant,Session,Tone Length,Condition,Calibration,Practice,Instructions,date,expName,psychopyVersion,frameRate,
,,,,14.350021999998717,None,space,0.6984800000063842,14.350021999998717,None,,,,,,,,,,,,,,1,Short,Quiet,0.8912509381337447,Yes,Yes,2020_Nov_03_1338,toneDetectionPlatform_V1.7,2020.2.4,59.76643277816708,
,,,,,,,,,,15.133826099990983,None,15.133826099990983,None,15.133826099990983,None,15.133826099990983,None,space,0.6834003999974811,15.133826099990983,None,,,,,,,,,,,,
