instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,condition,welcomeText.started,welcomeText.stopped,welcome_resp.keys,welcome_resp.rt,welcome_resp.started,welcome_resp.stopped,firstITI.started,firstITI.stopped,text_6.started,text_6.stopped,Participant,Session,Tone Length,Condition,Calibration,Practice,Instructions,date,expName,psychopyVersion,frameRate,
,,,,,,,,,18.269660943000417,None,space,0.9322917970002891,18.269660943000417,None,,,,,,1,Short,Quiet,0.8912509381337447,Yes,No,2020_Nov_04_0956,toneDetectionPlatform_V1.7,2020.2.5,59.96586035614481,
,,,,,,,,,,,,,,,19.23619786800009,None,24.252414151000266,None,,,,,,,,,,,,
