sound_1.started,sound_1.stopped,text.started,text.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
11.463706751936115,11.679428456001915,10.446729904040694,11.446435158955865,14.450811699964106,None,,,,,,,
