instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,condition,welcomeText.started,welcomeText.stopped,welcome_resp.keys,welcome_resp.rt,welcome_resp.started,welcome_resp.stopped,text_6.started,text_6.stopped,Participant,Session,Tone Length,Condition,Calibration,Practice,Instructions,date,expName,psychopyVersion,frameRate,
,,,,,,,,,14.411343400002806,None,space,1.57217070000479,14.411343400002806,None,,,,1,Short,Quiet,0.8912509381337447,Yes,No,2020_Nov_03_1321,toneDetectionPlatform_V1.7,2020.2.4,59.929115842725984,
,,,,,,,,,,,,,,,16.040015399994445,None,,,,,,,,,,,,
