instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,condition,welcomeText.started,welcomeText.stopped,welcome_resp.keys,welcome_resp.rt,welcome_resp.started,welcome_resp.stopped,firstITI.started,firstITI.stopped,text_6.started,text_6.stopped,Participant,Session,Tone Length,Condition,Calibration,Practice,Instructions,date,expName,psychopyVersion,frameRate,
,,,,,,,,,14.553936483000143,None,space,0.6703482280008757,14.553936483000143,None,,,,,,1,Short,Quiet,0.8912509381337447,Yes,No,2020_Nov_04_1032,toneDetectionPlatform_V1.7,2020.2.5,60.03773647913529,
,,,,,,,,,,,,,,,15.253979725001045,None,20.27015185700111,None,,,,,,,,,,,,
