instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,practiceCompleteLoop.thisRepN,practiceCompleteLoop.thisTrialN,practiceCompleteLoop.thisN,practiceCompleteLoop.thisIndex,welcomeText.started,welcomeText.stopped,welcome_resp.keys,welcome_resp.rt,welcome_resp.started,welcome_resp.stopped,firstITI.started,firstITI.stopped,text_10.started,text_10.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,trials.label,trials.startVal,trials.startValSd,trials.pThreshold,trials.beta,trials.delta,trials.gamma,trials.grain,trials.range,trials.minVal,trials.maxVal,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.stepType,trials.intensity,trials.response,Trial,Psychopy_input_value,Desired_dB,Condition,trialType,Response_time,Accuracy,text_11.started,text_11.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.started,key_resp_9.stopped,Participant,Session,Condition,Calibration,Practice,Instructions,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,9,8,start,4,lin,50.466559879893666,1,9,0.0004200761200231537,50.466559879893666,Simultaneous,Test,0.1582876000320539,1,,,,,,,,1,Simultaneous,0.8912509381337447,No,No,2020_Nov_09_1551,toneDetectionPlatform_V1.8,2020.2.4,59.93874258521231,
,,,,,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,10,9,start,4,lin,50.358697660192036,0,10,0.00041489183016346875,50.358697660192036,Simultaneous,Test,0.7026036999886855,0,,,,,,,,1,Simultaneous,0.8912509381337447,No,No,2020_Nov_09_1551,toneDetectionPlatform_V1.8,2020.2.4,59.93874258521231,
,,,,,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,11,10,start,4,lin,50.46177884873153,1,11,0.00041984495839690687,50.46177884873153,Simultaneous,Test,0.2926210999721661,1,,,,,,,,1,Simultaneous,0.8912509381337447,No,No,2020_Nov_09_1551,toneDetectionPlatform_V1.8,2020.2.4,59.93874258521231,
,,,,,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,12,11,start,4,lin,50.41301546422953,1,12,0.0004174945141065644,50.41301546422953,Simultaneous,Test,0.41466510004829615,1,,,,,,,,1,Simultaneous,0.8912509381337447,No,No,2020_Nov_09_1551,toneDetectionPlatform_V1.8,2020.2.4,59.93874258521231,
,,,,,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,13,12,start,4,lin,50.37699708349844,0,13,0.00041576684525896544,50.37699708349844,Simultaneous,Test,0.8566597000462934,0,,,,,,,,1,Simultaneous,0.8912509381337447,No,No,2020_Nov_09_1551,toneDetectionPlatform_V1.8,2020.2.4,59.93874258521231,
,,,,,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,14,13,start,4,lin,50.42208188593705,1,14,0.0004179305267289405,50.42208188593705,Simultaneous,Test,0.3859770999988541,1,,,,,,,,1,Simultaneous,0.8912509381337447,No,No,2020_Nov_09_1551,toneDetectionPlatform_V1.8,2020.2.4,59.93874258521231,
,,,,,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,15,14,start,4,lin,50.39768040511424,1,15,0.00041675807201857484,50.39768040511424,Simultaneous,Test,0.4602461000904441,1,,,,,,,,1,Simultaneous,0.8912509381337447,No,No,2020_Nov_09_1551,toneDetectionPlatform_V1.8,2020.2.4,59.93874258521231,
,,,,,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,16,15,start,4,lin,50.377876028845705,1,16,0.00041580891980051693,50.377876028845705,Simultaneous,Test,0.13447639998048544,1,,,,,,,,1,Simultaneous,0.8912509381337447,No,No,2020_Nov_09_1551,toneDetectionPlatform_V1.8,2020.2.4,59.93874258521231,
,,,,,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,17,16,start,4,lin,50.36090181252041,1,17,0.00041499712747581534,50.36090181252041,Simultaneous,Test,0.28631189989391714,1,,,,,,,,1,Simultaneous,0.8912509381337447,No,No,2020_Nov_09_1551,toneDetectionPlatform_V1.8,2020.2.4,59.93874258521231,
,,,,,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,18,17,start,4,lin,50.3457827259974,1,18,0.00041427539140036267,50.3457827259974,Simultaneous,Test,0.5377563000656664,1,,,,,,,,1,Simultaneous,0.8912509381337447,No,No,2020_Nov_09_1551,toneDetectionPlatform_V1.8,2020.2.4,59.93874258521231,
,,,,,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,19,18,start,4,lin,50.332531328939034,1,19,0.00041364384501517925,50.332531328939034,Simultaneous,Test,0.7481824000133201,1,,,,,,,,1,Simultaneous,0.8912509381337447,No,No,2020_Nov_09_1551,toneDetectionPlatform_V1.8,2020.2.4,59.93874258521231,
,,,,,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,20,19,start,4,lin,50.32005102547439,1,20,0.00041304992845509674,50.32005102547439,Simultaneous,Test,0.5048150999937207,1,,,,,,,,1,Simultaneous,0.8912509381337447,No,No,2020_Nov_09_1551,toneDetectionPlatform_V1.8,2020.2.4,59.93874258521231,
,,,,,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,21,20,start,4,lin,50.30862267628844,1,21,0.0004125068206196708,50.30862267628844,Simultaneous,Test,0.3057313000317663,1,,,,,,,,1,Simultaneous,0.8912509381337447,No,No,2020_Nov_09_1551,toneDetectionPlatform_V1.8,2020.2.4,59.93874258521231,
,,,,,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,22,21,start,4,lin,50.29796015573734,1,22,0.0004120007511097855,50.29796015573734,Simultaneous,Test,0.6586490999907255,1,,,,,,,,1,Simultaneous,0.8912509381337447,No,No,2020_Nov_09_1551,toneDetectionPlatform_V1.8,2020.2.4,59.93874258521231,
,,,,,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,23,22,start,4,lin,50.287840241177676,1,23,0.000411521009295311,50.287840241177676,Simultaneous,Test,0.3056808999972418,1,,,,,,,,1,Simultaneous,0.8912509381337447,No,No,2020_Nov_09_1551,toneDetectionPlatform_V1.8,2020.2.4,59.93874258521231,
,,,,,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,24,23,start,4,lin,50.278072249834864,1,24,0.0004110584804800195,50.278072249834864,Simultaneous,Test,0.21535940002650023,1,,,,,,,,1,Simultaneous,0.8912509381337447,No,No,2020_Nov_09_1551,toneDetectionPlatform_V1.8,2020.2.4,59.93874258521231,
,,,,,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,25,24,start,4,lin,50.26847383271624,1,25,0.0004106044876580304,50.26847383271624,Simultaneous,Test,0.4254940999671817,1,,,,,,,,1,Simultaneous,0.8912509381337447,No,No,2020_Nov_09_1551,toneDetectionPlatform_V1.8,2020.2.4,59.93874258521231,
,,,,,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,26,25,start,4,lin,50.258847403696294,1,26,0.0004101496735171716,50.258847403696294,Simultaneous,Test,0.6504845999879763,1,,,,,,,,1,Simultaneous,0.8912509381337447,No,No,2020_Nov_09_1551,toneDetectionPlatform_V1.8,2020.2.4,59.93874258521231,
,,,,,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,27,26,start,4,lin,50.24895067554449,1,27,0.00040968261391020904,50.24895067554449,Simultaneous,Test,0.24917910003568977,1,,,,,,,,1,Simultaneous,0.8912509381337447,No,No,2020_Nov_09_1551,toneDetectionPlatform_V1.8,2020.2.4,59.93874258521231,
,,,,,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,28,27,start,4,lin,50.23845621001645,1,28,0.0004091879260908465,50.23845621001645,Simultaneous,Test,0.3351827999576926,1,,,,,,,,1,Simultaneous,0.8912509381337447,No,No,2020_Nov_09_1551,toneDetectionPlatform_V1.8,2020.2.4,59.93874258521231,
,,,,,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,29,28,start,4,lin,50.226896825418834,0,29,0.00040864373144503446,50.226896825418834,Simultaneous,Test,0.8180671000154689,0,,,,,,,,1,Simultaneous,0.8912509381337447,No,No,2020_Nov_09_1551,toneDetectionPlatform_V1.8,2020.2.4,59.93874258521231,
,,,,,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,30,29,start,4,lin,50.246350533002854,1,30,0.00040955999276105884,50.246350533002854,Simultaneous,Test,0.4503418999956921,1,,,,,,,,1,Simultaneous,0.8912509381337447,No,No,2020_Nov_09_1551,toneDetectionPlatform_V1.8,2020.2.4,59.93874258521231,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Simultaneous,,,,196.42771710001398,None,e,0.9540589000098407,196.42771710001398,None,,1,Simultaneous,0.8912509381337447,No,No,2020_Nov_09_1551,toneDetectionPlatform_V1.8,2020.2.4,59.93874258521231,
