instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,practiceCompleteLoop.thisRepN,practiceCompleteLoop.thisTrialN,practiceCompleteLoop.thisN,practiceCompleteLoop.thisIndex,welcomeText.started,welcomeText.stopped,welcome_resp.keys,welcome_resp.rt,welcome_resp.started,welcome_resp.stopped,firstITI.started,firstITI.stopped,text_10.started,text_10.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,trials.label,trials.startVal,trials.startValSd,trials.pThreshold,trials.beta,trials.delta,trials.gamma,trials.grain,trials.range,trials.minVal,trials.maxVal,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.stepType,trials.intensity,trials.response,Trial,Psychopy_input_value,Desired_dB,Condition,trialType,Response_time,Accuracy,text_11.started,text_11.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.started,key_resp_9.stopped,Participant,Session,Condition,Calibration,Practice,Instructions,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,28.918520199949853,None,space,1.4010637000901625,28.918520199949853,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Simultaneous,,,,,,,,,,,1,Simultaneous,0.8912509381337447,No,No,2020_Nov_09_1551,toneDetectionPlatform_V1.8,2020.2.4,59.93874258521231,
,,,,,,,,,,,,,,,,,,30.345252700033598,None,35.46780039998703,None,b,2.949752699933015,35.46780039998703,None,,,,,,,,,,,,,,,,,,,,,,,Simultaneous,,,,,,,,,,,1,Simultaneous,0.8912509381337447,No,No,2020_Nov_09_1551,toneDetectionPlatform_V1.8,2020.2.4,59.93874258521231,
,,,,,,,,,,,,,,,,,,38.436183999991044,None,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,1,0,start,4,lin,80,1,1,0.01258925411794167,80.0,Simultaneous,Test,1.6249294999288395,1,,,,,,,,1,Simultaneous,0.8912509381337447,No,No,2020_Nov_09_1551,toneDetectionPlatform_V1.8,2020.2.4,59.93874258521231,
,,,,,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,2,1,start,4,lin,61.555998968509456,1,2,0.0015059132288911036,61.555998968509456,Simultaneous,Test,0.4441264000488445,1,,,,,,,,1,Simultaneous,0.8912509381337447,No,No,2020_Nov_09_1551,toneDetectionPlatform_V1.8,2020.2.4,59.93874258521231,
,,,,,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,3,2,start,4,lin,49.73422800560533,0,3,0.0003861103116690461,49.73422800560533,Simultaneous,Test,1.0753359999507666,0,,,,,,,,1,Simultaneous,0.8912509381337447,No,No,2020_Nov_09_1551,toneDetectionPlatform_V1.8,2020.2.4,59.93874258521231,
,,,,,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,4,3,start,4,lin,56.18164908497858,1,4,0.000811115039853974,56.18164908497858,Simultaneous,Test,0.8292956000659615,1,,,,,,,,1,Simultaneous,0.8912509381337447,No,No,2020_Nov_09_1551,toneDetectionPlatform_V1.8,2020.2.4,59.93874258521231,
,,,,,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,5,4,start,4,lin,53.126633930517,1,5,0.0005705999069853663,53.126633930517,Simultaneous,Test,0.309673500014469,1,,,,,,,,1,Simultaneous,0.8912509381337447,No,No,2020_Nov_09_1551,toneDetectionPlatform_V1.8,2020.2.4,59.93874258521231,
,,,,,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,6,5,start,4,lin,51.48693887593194,1,6,0.0004724403078120434,51.48693887593194,Simultaneous,Test,0.6384925999445841,1,,,,,,,,1,Simultaneous,0.8912509381337447,No,No,2020_Nov_09_1551,toneDetectionPlatform_V1.8,2020.2.4,59.93874258521231,
,,,,,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,7,6,start,4,lin,50.627778557701504,1,7,0.00042794595712843185,50.627778557701504,Simultaneous,Test,0.7468448000727221,1,,,,,,,,1,Simultaneous,0.8912509381337447,No,No,2020_Nov_09_1551,toneDetectionPlatform_V1.8,2020.2.4,59.93874258521231,
,,,,,,,,,,,,,,,,,,,,,,,,,,test,80,32,0.63,3.5,0.01,0.01,0.01,100,0,100,0,8,7,start,4,lin,50.181345448632825,0,8,0.00040650629231580324,50.181345448632825,Simultaneous,Test,0.8520529000088573,0,,,,,,,,1,Simultaneous,0.8912509381337447,No,No,2020_Nov_09_1551,toneDetectionPlatform_V1.8,2020.2.4,59.93874258521231,
