instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,welcomeText.started,welcomeText.stopped,welcome_resp.keys,welcome_resp.rt,welcome_resp.started,welcome_resp.stopped,Participant,Session,Tone Length,Condition,Calibration,Practice,Instructions,date,expName,psychopyVersion,frameRate,
,,,,8.828635999991093,None,space,0.8097825000004377,8.828635999991093,None,,1,Short,Quiet,0.8912509381337447,Yes,Yes,2020_Nov_03_1316,toneDetectionPlatform_V1.7,2020.2.4,59.91166624321386,
