interval,probe1,probe2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Welcome_Text.started,Welcome_Text.stopped,Welcome_Response.keys,Welcome_Response.rt,Welcome_Response.started,Welcome_Response.stopped,Instructions_Text.started,Instructions_Text.stopped,Instructions_Response.keys,Instructions_Response.rt,Instructions_Response.started,Instructions_Response.stopped,Long_Tone1.started,Long_Tone1.stopped,Delay.started,Delay.stopped,ISI.started,ISI.stopped,Long_Tone2.started,Long_Tone2.stopped,Bandpass_Noise1.started,Bandpass_Noise1.stopped,Bandpass_Noise2.started,Bandpass_Noise2.stopped,Interval1.started,Interval1.stopped,Interval2.started,Interval2.stopped,Question_Text.started,Question_Text.stopped,Question_Response.keys,Question_Response.rt,Question_Response.started,Question_Response.stopped,Feedback_text.started,Feedback_text.stopped,Next_Text.started,Next_Text.stopped,Next_Response.keys,Next_Response.rt,Next_Response.started,Next_Response.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,17.35924881999381,None,space,0.8403090280480683,17.35924881999381,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Apr_13_1448,BETA_001,3.1.2,60.00641071739254,
,,,,,,,,,,,,,18.510989976814017,None,space,0.9259654409252107,18.510989976814017,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Apr_13_1448,BETA_001,3.1.2,60.00641071739254,
2,0,1,0,0,0,1,,,,,,,,,,,,,20.52645213296637,20.726731437956914,19.476020880043507,20.476536271860823,20.777518648887053,21.5766607678961,21.626609097933397,21.82662202604115,20.476536271860823,20.793309814995155,21.5766607678961,None,20.476536271860823,20.777518648887053,21.5766607678961,None,22.14372002496384,None,1,1.5119104380719364,22.14372002496384,None,23.676667497958988,None,24.960040046833456,None,space,0.7319469400681555,24.960040046833456,None,,001,2020_Apr_13_1448,BETA_001,3.1.2,60.00641071739254,
,,,,,,,,,,,,,,,,,,,26.776489436859265,26.97660039900802,25.709706329042092,26.709778514923528,27.026460272958502,27.809910021955147,27.876447923947126,28.09324631583877,26.726466262945905,27.026460272958502,27.826553202001378,28.109798182034865,26.726466262945905,27.00966174993664,27.826553202001378,28.109798182034865,28.410225815838203,None,2,0.3979340719524771,28.410225815838203,None,None,None,,,,,,,,,,,,,
