Long_Tone1.started,Long_Tone1.stopped,Delay.started,Delay.stopped,ISI.started,ISI.stopped,Long_Tone2.started,Long_Tone2.stopped,Bandpass_Noise1.started,Bandpass_Noise1.stopped,Bandpass_Noise2.started,Bandpass_Noise2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
10.043606155086309,10.243930276017636,9.543772289063781,10.043606155086309,10.243930276017636,11.04357446799986,11.04357446799986,11.243665760033764,9.993948691058904,10.310635569039732,10.993404829059727,None,,,,,,,
