instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,condition,welcomeText.started,welcomeText.stopped,welcome_resp.keys,welcome_resp.rt,welcome_resp.started,welcome_resp.stopped,firstITI.started,firstITI.stopped,text_6.started,text_6.stopped,firstChoiceProbeTone_2.started,firstChoiceProbeTone_2.stopped,firstChoice_Noise.started,firstChoice_Noise.stopped,firstVisualStimulus_2.started,firstVisualStimulus_2.stopped,firstChoiceLeftStimulus_2.started,firstChoiceLeftStimulus_2.stopped,firstChoiceRightStimulus_2.started,firstChoiceRightStimulus_2.stopped,ISIVisualStimulus_3.started,ISIVisualStimulus_3.stopped,rightStimulus_3.started,rightStimulus_3.stopped,leftStimulus_3.started,leftStimulus_3.stopped,Participant,Session,Tone Length,Condition,Calibration,Practice,Instructions,date,expName,psychopyVersion,frameRate,
,,,,,,,,,21.95566118500028,None,space,1.0527611630004685,21.95566118500028,None,,,,,,,,,,,,,,,,,,,,,,1,Short,Quiet,0.8912509381337447,Yes,No,2020_Nov_04_1115,toneDetectionPlatform_V1.7,2020.2.5,59.98235499038933,
,,,,,,,,,,,,,,,23.03885772400099,None,28.05530856400037,None,31.071491050399707,31.271314413001164,31.071491050399707,31.40457790599976,31.087904801999684,None,31.087904801999684,None,31.087904801999684,None,31.42124178800077,None,31.42124178800077,None,31.42124178800077,None,,,,,,,,,,,,
