Long_Tone1.started,Long_Tone1.stopped,Delay.started,Delay.stopped,ISI.started,ISI.stopped,Long_Tone2.started,Long_Tone2.stopped,Bandpass_Noise1.started,Bandpass_Noise1.stopped,Bandpass_Noise2.started,Bandpass_Noise2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
13.937995317042805,14.137934901053086,13.42231101996731,13.920952124986798,14.137934901053086,14.920617353986017,14.937319786055014,15.137874259031378,13.887900043046102,14.204140658956021,14.887528127990663,15.171057634055614,,,,,,,
