instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,practiceCompleteLoop.thisRepN,practiceCompleteLoop.thisTrialN,practiceCompleteLoop.thisN,practiceCompleteLoop.thisIndex,welcomeText.started,welcomeText.stopped,welcome_resp.keys,welcome_resp.rt,welcome_resp.started,welcome_resp.stopped,firstITI.started,firstITI.stopped,Participant,Session,Tone Length,Condition,Calibration,Practice,Instructions,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,16.070944807999695,None,space,1.470731084000363,16.070944807999695,None,,,,1,Short,Quiet,0.8912509381337447,No,No,2020_Nov_04_1044,toneDetectionPlatform_V1.7,2020.2.5,60.008555060096455,
,,,,,,,,,,,,,,,,,,17.569181879000098,None,,,,,,,,,,,,
