instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,welcomeText.started,welcomeText.stopped,welcome_resp.keys,welcome_resp.rt,welcome_resp.started,welcome_resp.stopped,text_10.started,text_10.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,firstITI.started,firstITI.stopped,participant,Session,Tone Length,Condition,calibration,date,expName,psychopyVersion,frameRate,
,,,,,,,,9.349190400011139,None,space,0.713647900003707,9.349190400011139,None,,,,,,,,,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1104,toneDetectionPlatform_V1.7,2020.2.4,59.973647579321536,
,,,,,,,,,,,,,,10.083547400005045,None,b,0.7506919000006747,10.083547400005045,None,,,,1,Short,Quiet,0.8912509381337447,2020_Nov_03_1104,toneDetectionPlatform_V1.7,2020.2.4,59.973647579321536,
,,,,,,,,,,,,,,,,,,,,10.851200400007656,None,,,,,,,,,,
