condition,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,welcomeText.started,welcomeText.stopped,welcome_resp.keys,welcome_resp.rt,welcome_resp.started,welcome_resp.stopped,firstITI.started,firstITI.stopped,text_6.started,text_6.stopped,firstChoiceProbeTone_2.started,firstChoiceProbeTone_2.stopped,firstChoice_Noise.started,firstChoice_Noise.stopped,firstVisualStimulus_2.started,firstVisualStimulus_2.stopped,firstChoiceLeftStimulus_2.started,firstChoiceLeftStimulus_2.stopped,firstChoiceRightStimulus_2.started,firstChoiceRightStimulus_2.stopped,ISIVisualStimulus_3.started,ISIVisualStimulus_3.stopped,rightStimulus_3.started,rightStimulus_3.stopped,leftStimulus_3.started,leftStimulus_3.stopped,secondChoiceTone_2.started,secondChoiceTone_2.stopped,secondChoice_Noise.started,secondChoice_Noise.stopped,secondVisualStimulus_2.started,secondVisualStimulus_2.stopped,secondChoiceLeftStimulus_2.started,secondChoiceLeftStimulus_2.stopped,secondChoiceRightStimulus_2.started,secondChoiceRightStimulus_2.stopped,decisionTextProbe_2.started,decisionTextProbe_2.stopped,decisionKey_2.keys,decisionKey_2.corr,decisionKey_2.rt,decisionKey_2.started,decisionKey_2.stopped,Trial,Psychopy_input_value,Desired_dB,Condition,Response_time,Accuracy,feedbackText_2.started,feedbackText_2.stopped,Participant,Session,Tone Length,Condition,Calibration,Practice,Instructions,date,expName,psychopyVersion,frameRate,
,,,,,,,,,16.642873429000247,None,space,0.6429606570000033,16.642873429000247,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quiet,,,,,,1,Short,Quiet,0.8912509381337447,Yes,No,2020_Nov_04_1118,toneDetectionPlatform_V1.7,2020.2.5,59.93257573288621,
1,,,,,0,0,0,0,,,,,,,17.306948699000714,None,22.323383485001614,None,26.12292313689977,26.322863761000917,26.12292313689977,26.456161351001356,26.139468299001237,None,26.139468299001237,None,26.139468299001237,None,26.472699121000915,None,26.472699121000915,None,26.472699121000915,None,30.12292361390064,30.12231109700042,30.12292361390064,None,30.12231109700042,None,30.12231109700042,None,30.12231109700042,None,30.455593472001055,None,1,1,1.758945056999437,30.455593472001055,None,0,0.01258925411794167,80,Quiet,1.758945056999437,1,32.23893476700141,None,,1,Short,Quiet,0.8912509381337447,Yes,No,2020_Nov_04_1118,toneDetectionPlatform_V1.7,2020.2.5,59.93257573288621,
2,,,,,0,1,1,1,,,,,,,,,33.23901160600144,None,36.83868515829636,36.83860896199985,36.83868515829636,None,36.83860896199985,None,36.83860896199985,None,36.83860896199985,None,37.1719056740003,None,37.1719056740003,None,37.1719056740003,None,40.738037082495794,40.93807497400121,40.738037082495794,None,40.737772890001,None,40.737772890001,None,40.737772890001,None,41.07107171200005,None,2,1,0.3461255300007906,41.07107171200005,None,1,0.01258925411794167,80,Quiet,0.3461255300007906,1,41.43811758400079,None,,1,Short,Quiet,0.8912509381337447,Yes,No,2020_Nov_04_1118,toneDetectionPlatform_V1.7,2020.2.5,59.93257573288621,
1,,,,,0,2,2,2,,,,,,,,,42.437786354999844,None,46.0037263244958,46.203959242000565,46.0037263244958,None,46.00385102300061,None,46.00385102300061,None,46.00385102300061,None,46.33725985300043,None,46.33725985300043,None,46.33725985300043,None,49.919880785901114,49.920163727001636,49.919880785901114,None,49.920163727001636,None,49.920163727001636,None,49.920163727001636,None,50.2532365900006,None,1,1,0.1752138219999324,50.2532365900006,None,2,0.01258925411794167,80,Quiet,0.1752138219999324,1,50.453118608000295,None,,1,Short,Quiet,0.8912509381337447,Yes,No,2020_Nov_04_1118,toneDetectionPlatform_V1.7,2020.2.5,59.93257573288621,
2,,,,,0,3,3,3,,,,,,,,,51.45311737300108,None,55.16957316390108,55.16921799800002,55.16957316390108,None,55.16921799800002,None,55.16921799800002,None,55.16921799800002,None,55.502717356001085,None,55.502717356001085,None,55.502717356001085,None,59.16896895590071,59.368814593000934,59.16896895590071,None,59.168773755000075,None,59.168773755000075,None,59.168773755000075,None,59.502071140001135,None,1,0,8.498827662999247,59.502071140001135,None,3,0.01258925411794167,80,Quiet,8.498827662999247,0,68.01817194500109,None,,1,Short,Quiet,0.8912509381337447,Yes,No,2020_Nov_04_1118,toneDetectionPlatform_V1.7,2020.2.5,59.93257573288621,
1,,,,,0,4,4,4,,,,,,,,,69.01747029299986,None,72.58452778849642,72.78445271200144,72.58452778849642,None,72.58442782800012,None,72.58442782800012,None,72.58442782800012,None,72.91787425700022,None,72.91787425700022,None,72.91787425700022,None,76.50054265790095,76.50077813400094,76.50054265790095,None,76.50077813400094,None,76.50077813400094,None,76.50077813400094,None,76.83396106200053,None,1,1,0.2343714260005072,76.83396106200053,None,4,0.01258925411794167,80,Quiet,0.2343714260005072,1,77.10066025500055,None,,1,Short,Quiet,0.8912509381337447,Yes,No,2020_Nov_04_1118,toneDetectionPlatform_V1.7,2020.2.5,59.93257573288621,
,,,,,,,,,,,,,,,,,78.10060555600103,None,81.66714985590079,81.66706919900025,81.66714985590079,None,81.66706919900025,None,81.66706919900025,None,81.66706919900025,None,81.9998604020002,None,81.9998604020002,None,81.9998604020002,None,85.5492278265956,85.74943905200053,85.5492278265956,None,85.54955342100038,None,85.54955342100038,None,85.54955342100038,None,85.88293085300029,None,2,1,0.17431061699971906,85.88293085300029,None,,,,,,,,,,,,,,,,,,,,
