desired_db,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,press_space.started,press_space.stopped,title_text.started,title_text.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,text_2.started,text_2.stopped,text.started,text.stopped,sound_1.started,sound_1.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,level,date,expName,psychopyVersion,frameRate,
,,,,,14.178499000000102,None,14.178499000000102,None,space,1,1.1337844999998197,14.178499000000102,None,,,,,,,,,,,,,,0.8,2020_Nov_02_1208,headphone_calibration_check,2020.2.4,59.82990358412488,
30,0,0,0,0,,,,,,,,,,15.38460410000016,None,15.38460410000016,None,15.391569679999975,None,space,1,0.9279882000000725,15.38460410000016,None,,,0.8,2020_Nov_02_1208,headphone_calibration_check,2020.2.4,59.82990358412488,
35,0,1,1,1,,,,,,,,,,16.342828000000054,None,16.342828000000054,None,16.342619119999995,None,space,1,0.12838870000018687,16.342828000000054,None,,,0.8,2020_Nov_02_1208,headphone_calibration_check,2020.2.4,59.82990358412488,
40,0,2,2,2,,,,,,,,,,16.492893800000047,None,16.492893800000047,None,16.49289441999997,None,space,1,0.11399589999996351,16.492893800000047,None,,,0.8,2020_Nov_02_1208,headphone_calibration_check,2020.2.4,59.82990358412488,
45,0,3,3,3,,,,,,,,,,16.626267999999982,None,16.626267999999982,None,16.626212519999967,None,space,1,0.11659269999995558,16.626267999999982,None,,,0.8,2020_Nov_02_1208,headphone_calibration_check,2020.2.4,59.82990358412488,
50,0,4,4,4,,,,,,,,,,16.7598974,None,16.7598974,None,16.75976642000012,None,space,1,0.1267341000000215,16.7598974,None,,,0.8,2020_Nov_02_1208,headphone_calibration_check,2020.2.4,59.82990358412488,
55,0,5,5,5,,,,,,,,,,16.910216300000002,None,16.910216300000002,None,16.909927920000086,None,space,1,0.12815769999997428,16.910216300000002,None,,,0.8,2020_Nov_02_1208,headphone_calibration_check,2020.2.4,59.82990358412488,
60,0,6,6,6,,,,,,,,,,17.060168599999997,None,17.060168599999997,None,17.060322019999944,None,space,1,0.14044109999986176,17.060168599999997,None,,,0.8,2020_Nov_02_1208,headphone_calibration_check,2020.2.4,59.82990358412488,
65,0,7,7,7,,,,,,,,,,17.227288000000044,None,17.227288000000044,None,17.22700281999994,None,space,1,0.32728799999995317,17.227288000000044,None,,,0.8,2020_Nov_02_1208,headphone_calibration_check,2020.2.4,59.82990358412488,
70,0,8,8,8,,,,,,,,,,17.577334100000144,None,17.577334100000144,None,17.57720912000002,None,space,1,0.45661199999995006,17.577334100000144,None,,,0.8,2020_Nov_02_1208,headphone_calibration_check,2020.2.4,59.82990358412488,
75,0,9,9,9,,,,,,,,,,18.061067800000046,None,18.061067800000046,None,18.061058919999937,None,space,1,10.18557910000004,18.061067800000046,None,,,0.8,2020_Nov_02_1208,headphone_calibration_check,2020.2.4,59.82990358412488,
