key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text.started,text.stopped,title_text.started,title_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
space,3.1733054000069387,8.718643800006248,None,,,,,,001,2020_Oct_20_1527,headphone_calibration,2020.1.3,60.03525270323591,
,,,,8.718643800006248,None,8.718643800006248,None,,,,,,,
