trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sound_1.started,sound_1.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
173,0,173,0,118.58925083333136,None,u,0.7384920999975293,118.57953759999873,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
174,0,174,0,119.36271873333365,None,u,1.4512566999983392,119.35278280000057,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
175,0,175,0,120.84342793333465,None,u,0.9303123999998206,120.83362699999998,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
176,0,176,0,121.80376763333382,None,u,1.2678407999992487,121.79346820000137,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
177,0,177,0,123.09750403333285,None,u,0.8792334999998275,123.08560209999996,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
178,0,178,0,124.00448603333328,None,u,1.6133082000014838,123.99445139999807,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
179,0,179,0,125.6449239333347,None,d,1.4916264000021329,125.63443980000011,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
180,0,180,0,127.1655964333336,None,d,0.495778500000597,127.1547043999999,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
181,0,181,0,127.68590323333459,None,d,0.12029610000172397,127.67523200000142,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
182,0,182,0,127.83378723333274,None,d,0.11642439999923226,127.8241248000013,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
183,0,183,0,127.97929813333442,None,d,0.12254069999835338,127.96922210000048,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
184,0,184,0,128.12638223333175,None,d,0.1127812000013364,128.11539220000122,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
185,0,185,0,128.2858717333334,None,d,0.0967211999995925,128.27546549999897,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
186,0,186,0,128.4195137333341,None,d,0.10649009999906411,128.40904210000008,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
187,0,187,0,128.5528120333334,None,d,0.12526419999994687,128.54268479999882,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
188,0,188,0,128.7003058333326,None,u,0.9382194000027084,128.68878349999795,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
189,0,189,0,129.65987393333177,None,u,0.6874081999994814,129.64850889999798,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
190,0,190,0,130.38012883333118,None,d,1.09558990000005,130.3695560999986,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
191,0,191,0,131.5006415333342,None,None,,131.49030199999834,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
192,0,192,0,136.51238026666786,None,u,1.188583800001652,136.51502439999967,136.51502439999967,,001,2020_Oct_16_1630,temp,2020.1.3,None,
193,0,193,0,137.74287003333353,None,None,,137.73188260000097,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
194,0,194,0,142.75469296666805,None,u,1.7636385000005248,142.75653049999892,142.75653049999892,,001,2020_Oct_16_1630,temp,2020.1.3,None,
195,0,195,0,144.57209693333476,None,u,2.5993502999990596,144.56144779999886,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
196,0,196,0,147.19946923333242,None,u,0.13300549999985378,147.18897579999975,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
197,0,197,0,147.35955403333406,None,u,0.12308990000019548,147.34909400000106,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
198,0,198,0,147.51994383333346,None,u,0.1267260000022361,147.50919570000042,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
199,0,199,0,147.67963793333234,None,u,0.11316979999901378,147.66987660000086,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
200,0,200,0,147.82717233333148,None,u,0.11717029999999795,147.81672740000067,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
201,0,201,0,147.9731530333343,None,u,1.1616551999977673,147.9627025000009,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
202,0,202,0,149.1604061333315,None,u,0.9117532999989635,149.14995279999857,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
203,0,203,0,150.094380733332,None,d,2.1887873000014224,150.08274789999996,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
204,0,204,0,152.30819713333455,None,d,0.13507590000153868,152.29703280000103,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
205,0,205,0,152.48155243333218,None,d,0.10111089999918477,152.47196809999878,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
206,0,206,0,152.62839043333275,None,d,0.08473919999960344,152.61781029999838,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
207,0,207,0,152.73510073333142,None,d,0.11787750000075903,152.72445059999882,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
208,0,208,0,152.87867096666767,None,d,0.1024345000005269,152.8840154999998,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
209,0,209,0,153.0285715333344,None,d,0.11916290000226581,153.01834849999796,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
210,0,210,0,153.17495833333356,None,d,0.10457740000128979,153.16356150000138,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
211,0,211,0,153.30820373333387,None,d,0.10441889999856357,153.2986060000003,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
212,0,212,0,153.44185473333397,None,d,0.12327189999996335,153.43168249999871,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
213,0,213,0,153.58864663333276,None,d,0.13124140000218176,153.5779177000004,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
214,0,214,0,153.76196333333115,None,None,,153.75157190000027,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
215,0,215,0,158.77429446666454,None,None,,158.7767504000003,158.7767504000003,,001,2020_Oct_16_1630,temp,2020.1.3,None,
216,0,216,0,163.80229566666483,168.8143964999981,None,,163.80523399999947,163.80523399999947,,001,2020_Oct_16_1630,temp,2020.1.3,None,
217,0,217,0,168.8310631666648,None,None,,168.83284840000124,168.83284840000124,,001,2020_Oct_16_1630,temp,2020.1.3,None,
218,0,218,0,173.83252716666564,173.83564190000106,None,,173.83564190000106,173.83564190000106,,001,2020_Oct_16_1630,temp,2020.1.3,None,
219,0,219,0,178.84766916666584,None,None,,178.8508460999983,178.8508460999983,,001,2020_Oct_16_1630,temp,2020.1.3,None,
220,0,220,0,183.8629585666679,None,None,,183.86672869999893,183.86672869999893,,001,2020_Oct_16_1630,temp,2020.1.3,None,
221,0,221,0,188.87807826666565,None,None,,188.88060399999813,188.88060399999813,,001,2020_Oct_16_1630,temp,2020.1.3,None,
222,0,222,0,193.88403616666645,None,None,,193.8862984999978,193.8862984999978,,001,2020_Oct_16_1630,temp,2020.1.3,None,
